Unnamed: 0.1,Unnamed: 0,SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL,QED,mol
3413,4027,N#CC=1C=C(F)C(=C(F)C1)N2CCC(CC2)C(=O)N3CCCCC3,Z915933802,333.376,333.376,1.834,-3.732,0,3,47.34,3,https://real.enamine.net/public-enum-files/Z915933802,0.8355733787803785,<rdkit.Chem.rdchem.Mol object at 0x1430a5770>
3414,4029,CNC(=O)C=1C=CC(=CC1)S(=O)(=O)N2CC=C(CC2)C3=CNC=4N=CC=CC34,Z240284472,396.465,396.465,1.946,-4.641,2,4,95.16,3,https://real.enamine.net/public-enum-files/Z240284472,0.7079164450969229,<rdkit.Chem.rdchem.Mol object at 0x1430a57e0>
3418,4034,CCCCN1N=C(C=CC1=O)C2=NC(CCC=3C=CC=CC3)=NO2,Z1197811533,324.378,324.378,2.703,-3.51,0,4,71.59,7,https://real.enamine.net/public-enum-files/Z1197811533,0.667893349068626,<rdkit.Chem.rdchem.Mol object at 0x1430a59a0>
3419,4035,CC=1C=CC(=CC1)C2=NOC(=N2)C3CC(=O)N(C3)C=4C=CC(C)=C(F)C4,Z370706600,351.375,351.375,4.021,-5.48,0,3,59.23,3,https://real.enamine.net/public-enum-files/Z370706600,0.7152096335666791,<rdkit.Chem.rdchem.Mol object at 0x1430a5a10>
3423,4040,CCC1=CC=2C(=NC=NC2S1)NC3CCC4=NN=C(CC)N4C3,Z985987402,328.437,328.437,2.93,-4.23,1,5,68.52,4,https://real.enamine.net/public-enum-files/Z985987402,0.797400436773293,<rdkit.Chem.rdchem.Mol object at 0x1430a5bd0>
3428,4045,CS(=O)(=O)N1CCN(CC1)C=2N=C(N=C3C=CSC23)C(F)(F)F,Z370715186,366.385,366.385,2.218,-3.23,0,5,66.4,3,https://real.enamine.net/public-enum-files/Z370715186,0.8107883246660881,<rdkit.Chem.rdchem.Mol object at 0x1430a5e00>
3430,4047,CN(C)C1(CNC(=O)NC2CCN(CC=3C=CC(F)=CC3)CC2)CCOCC1,Z1200462984,392.512,392.512,1.57,-2.762,2,4,56.84,6,https://real.enamine.net/public-enum-files/Z1200462984,0.7793979249399863,<rdkit.Chem.rdchem.Mol object at 0x1430a5ee0>
3435,4052,COC=1C=CC(=CC1)C(C)CN2CCC(CC=3C=CC=NC3)CC2,Z1632801021,324.461,324.461,4.236,-2.61,0,3,25.36,6,https://real.enamine.net/public-enum-files/Z1632801021,0.7980315153469122,<rdkit.Chem.rdchem.Mol object at 0x1430a6110>
3440,4058,CC=1C=CC(=CN1)OCC=2C=CC=C(C2)C(=O)NC3CCC(O)CC3,Z1204328989,340.417,340.417,1.995,-3.2,2,4,71.45,6,https://real.enamine.net/public-enum-files/Z1204328989,0.8776159182021964,<rdkit.Chem.rdchem.Mol object at 0x1430a6340>
3444,4062,CN(C)C=1N=CN=CC1NC(=O)C2=CN=C(S2)C=3C=CC=4OCCC4C3,Z1481668097,367.427,367.427,2.958,-4.54,1,6,80.24,4,https://real.enamine.net/public-enum-files/Z1481668097,0.763737463063519,<rdkit.Chem.rdchem.Mol object at 0x1430a6500>
3448,4066,CC=1C=C2C=CC=CC2=NC1NCC3=CC=C(O3)C(N)=O,Z1449892578,281.31,281.31,2.136,-4.29,2,3,81.15,4,https://real.enamine.net/public-enum-files/Z1449892578,0.7701296192416959,<rdkit.Chem.rdchem.Mol object at 0x1430a66c0>
3457,4077,COC=1C=CN=C(N1)N2CCN(CC2)C=3C=NC=CC3C,Z1983715521,285.345,285.345,2.374,-2.702,0,6,54.38,3,https://real.enamine.net/public-enum-files/Z1983715521,0.8519372455072901,<rdkit.Chem.rdchem.Mol object at 0x1430a6ab0>
3460,4080,COC=1C=CC=C2CN(CCC12)C(=O)NC3CC(C)OC(C)C3,Z1643475343,318.411,318.411,2.23,-3.14,1,3,50.8,4,https://real.enamine.net/public-enum-files/Z1643475343,0.9120010238628504,<rdkit.Chem.rdchem.Mol object at 0x1430a6c00>
3461,4081,CN(C)CC1CCN(C1)C(=O)N(C=2C=CC=CC2)C=3C=CC=CC3,Z1643152999,323.433,323.433,2.91,-3.587,0,2,26.79,6,https://real.enamine.net/public-enum-files/Z1643152999,0.8548152294542184,<rdkit.Chem.rdchem.Mol object at 0x1430a6c70>
3463,4083,CCOC=1C=CC=CC1NC(=O)C2=NN(C=CC2=O)C=3C=CC=C(Cl)C3,Z1213680348,369.802,369.802,2.887,-4.87,1,5,71.0,6,https://real.enamine.net/public-enum-files/Z1213680348,0.746181970766678,<rdkit.Chem.rdchem.Mol object at 0x1430a6d50>
3466,4087,CC1=CN2CCN(CC2=N1)C(=O)C=3C=NN(CC(C)C)C3C4CC4,Z1644499564,327.425,327.425,1.612,-1.82,0,3,55.95,5,https://real.enamine.net/public-enum-files/Z1644499564,0.8671000184312934,<rdkit.Chem.rdchem.Mol object at 0x1430a6ea0>
3472,4095,O=C(NC=1C=CC=C(C1)N2C=CC=N2)N3CCC(CN4CCCCCC4)CC3,Z436020998,381.515,381.515,3.582,-3.0,1,3,53.4,4,https://real.enamine.net/public-enum-files/Z436020998,0.871125573027523,<rdkit.Chem.rdchem.Mol object at 0x1430a70d0>
3473,4097,NC=1N=C(NCC2=NOC=3CCCCC23)C=4NC=NC4N1,Z2143732277,285.305,285.305,1.291,-3.673,3,6,118.54,3,https://real.enamine.net/public-enum-files/Z2143732277,0.6653216065646933,<rdkit.Chem.rdchem.Mol object at 0x1430a7140>
3476,4100,NC(=O)C1CCCC(C1)NC2CC(C2)C=3C=CC(F)=CC3,Z1648547428,290.376,290.376,2.368,-2.93,2,2,55.12,4,https://real.enamine.net/public-enum-files/Z1648547428,0.8955261277186443,<rdkit.Chem.rdchem.Mol object at 0x1430a7290>
3481,4106,COC=1C=CC(C)=CC1N2C=NC(=C2)C(=O)N3CCCN(C)CC3,Z1451162482,328.41,328.41,1.853,-2.62,0,4,50.6,4,https://real.enamine.net/public-enum-files/Z1451162482,0.8642764079152003,<rdkit.Chem.rdchem.Mol object at 0x1430a7450>
3486,4111,O=C(C=1C=CC=CC1)N2CCC(CNC3CC=4C=CC=CC4C3)CC2,Z1441290899,334.456,334.456,2.56,-4.11,1,2,32.34,5,https://real.enamine.net/public-enum-files/Z1441290899,0.9303863465503588,<rdkit.Chem.rdchem.Mol object at 0x1430a7680>
3487,4112,CCC=1C=CC(=CC1S(N)(=O)=O)NCC=2SC=NC2C3CC3,Z2147254051,337.463,337.463,1.895,-3.655,2,4,85.08,6,https://real.enamine.net/public-enum-files/Z2147254051,0.8485909199898237,<rdkit.Chem.rdchem.Mol object at 0x1430a76f0>
3488,4113,O=C(CC=1C=CC=2CC(=O)NC2C1)N(C3CC3)C4CCC5=CC=CC=C54,Z1651288458,346.423,346.423,2.217,-3.648,1,2,49.41,5,https://real.enamine.net/public-enum-files/Z1651288458,0.9223181451126148,<rdkit.Chem.rdchem.Mol object at 0x1430a7760>
3492,4117,CC(=O)NC1CCCN(C1)C=2C(C)=C(C)N=C3C=CC=CC23,Z1652128057,297.396,297.396,2.964,-3.304,1,3,45.23,3,https://real.enamine.net/public-enum-files/Z1652128057,0.9266818792031284,<rdkit.Chem.rdchem.Mol object at 0x1430a7920>
3501,4126,CC(NC(=O)C1CC1C=2C=CC=CC2F)C3=NC=4C=CC=CC4N3C,Z1230041479,337.392,337.392,2.983,-3.65,1,2,46.92,5,https://real.enamine.net/public-enum-files/Z1230041479,0.789079957951137,<rdkit.Chem.rdchem.Mol object at 0x1430a7d10>
3506,4131,CC=1SC=CC1CC2=NC(=NO2)C=3C=CC=4OCOC4C3,Z1817115063,300.334,300.334,3.811,-4.519,0,4,57.38,3,https://real.enamine.net/public-enum-files/Z1817115063,0.7414541641885232,<rdkit.Chem.rdchem.Mol object at 0x1430a7f40>
3507,4132,COC=1C=CC=CC1NC(=O)C=2C=CC(=C(C)C2)N3C=NC=N3,Z1265664164,308.335,308.335,1.813,-4.358,1,4,69.04,5,https://real.enamine.net/public-enum-files/Z1265664164,0.8044086619110425,<rdkit.Chem.rdchem.Mol object at 0x1430a0040>
3510,4136,CCOC(=O)C=1C=NC2=C(C=NN2C)C1NCC=3C(C)=NOC3C,Z1661431779,329.355,329.355,2.038,-1.93,1,5,95.07,6,https://real.enamine.net/public-enum-files/Z1661431779,0.7178680583514556,<rdkit.Chem.rdchem.Mol object at 0x1430a0190>
3513,4140,CC(C1=NOC(=N1)C2=CC(O)=CC=C2C(F)(F)F)C3CC3,Z2159017408,298.261,298.261,4.06,-4.252,1,3,59.15,4,https://real.enamine.net/public-enum-files/Z2159017408,0.9309394611213664,<rdkit.Chem.rdchem.Mol object at 0x1430a02e0>
3514,4141,CCC=1N=CC=2CCN(CC2N1)C(=O)C=3C=C(C)N(C3C)C4CC4,Z1233868011,324.421,324.421,2.491,-1.86,0,3,51.02,4,https://real.enamine.net/public-enum-files/Z1233868011,0.8719411589307633,<rdkit.Chem.rdchem.Mol object at 0x1430a0350>
3517,4144,O=C(CN1CC=C(CC1)C=2C=NC=C3C=CC=CC23)N4CCC5=CC=CC=C54,Z1665310257,369.46,369.46,3.947,-4.86,0,3,36.44,3,https://real.enamine.net/public-enum-files/Z1665310257,0.7022414239536625,<rdkit.Chem.rdchem.Mol object at 0x1430a04a0>
3529,4156,CN1C=NC(=C1)S(=O)(=O)N2CCCCC=3C(Cl)=CC=CC32,Z1673488394,325.815,325.815,2.95,-3.695,0,3,55.2,2,https://real.enamine.net/public-enum-files/Z1673488394,0.8525019427670743,<rdkit.Chem.rdchem.Mol object at 0x1430a0970>
3530,4157,O=C(C=1N=NC=2C=CC=CC2N1)N3CCN(CC(F)(F)F)CC3,Z1978943021,325.29,325.29,0.916,-2.365,0,5,62.22,4,https://real.enamine.net/public-enum-files/Z1978943021,0.8338771987484966,<rdkit.Chem.rdchem.Mol object at 0x1430a09e0>
3531,4158,OCC1(CC=2C=CC=CC2)CCN(CCC=3C=CN=CC3)CC1,Z1888087756,310.434,310.434,2.28,-1.36,1,3,36.36,6,https://real.enamine.net/public-enum-files/Z1888087756,0.891004403276856,<rdkit.Chem.rdchem.Mol object at 0x1430a0a50>
3532,4159,O=C(NC=1C=NC(=NC1)C=2C=CC=CC2)N3CCC(CO)C3,Z1247531434,298.34,298.34,0.779,-2.962,2,4,78.35,5,https://real.enamine.net/public-enum-files/Z1247531434,0.908060348272688,<rdkit.Chem.rdchem.Mol object at 0x1430a0ac0>
3538,4166,CC(=O)NCC=1C=CC(=CC1)C(=O)NC2CC2C3=CC=CC(Cl)=C3,Z1251648721,342.82,342.82,2.524,-4.57,2,2,58.2,7,https://real.enamine.net/public-enum-files/Z1251648721,0.8758219825592599,<rdkit.Chem.rdchem.Mol object at 0x1430a0d60>
3545,4173,CN1CCC(O)(CNC(=O)NCC2CC2(C)C)CC1,Z1254690750,269.384,269.384,1.306,-1.351,3,3,64.6,6,https://real.enamine.net/public-enum-files/Z1254690750,0.7067719719341166,<rdkit.Chem.rdchem.Mol object at 0x1430a1070>
3549,4177,C1=CSC(=C1)C2=NC(=CS2)CN3CCOCC=4C=CC=CC43,Z1939872021,328.455,328.455,3.783,-4.477,0,3,25.36,3,https://real.enamine.net/public-enum-files/Z1939872021,0.712003888766916,<rdkit.Chem.rdchem.Mol object at 0x1430a1230>
3553,4181,CC1CC(C)CN(CCN2C=NC=3C=CSC3C2=O)C1,Z1262436785,291.414,291.414,2.695,-2.73,0,3,35.91,3,https://real.enamine.net/public-enum-files/Z1262436785,0.8715344748629882,<rdkit.Chem.rdchem.Mol object at 0x1430a1380>
3557,4185,CC(C(=O)O)N1CC(C)OC(C1)C=2C=CC(F)=CC2,Z1263486550,267.297,267.297,1.127,-2.137,1,4,49.77,3,https://real.enamine.net/public-enum-files/Z1263486550,0.9104115158126226,<rdkit.Chem.rdchem.Mol object at 0x1430a1540>
3558,4186,CCOC(C)C1=NC(=CS1)COC2=NN=C(O2)C=3C=CC=CC3,Z1263968430,331.391,331.391,1.984,-4.23,0,5,70.27,7,,0.6543481913295198,<rdkit.Chem.rdchem.Mol object at 0x1430a15b0>
3559,4187,CC=1C=NC(C)=C(N1)N2CCN(CC2)C(=O)C=3C=CC=CN3,Z1687426883,297.356,297.356,0.948,-1.77,0,5,62.22,2,https://real.enamine.net/public-enum-files/Z1687426883,0.8393579503681373,<rdkit.Chem.rdchem.Mol object at 0x1430a1620>
3561,4189,CC1=NN(C)C(C)=C1CC(C)NC(=O)C=2C=CC=NC2,Z1265121967,272.346,272.346,0.837,-1.006,1,3,59.81,5,https://real.enamine.net/public-enum-files/Z1265121967,0.9228191758382424,<rdkit.Chem.rdchem.Mol object at 0x1430a1700>
3563,4191,CC=1C=C(C=CC1C(=O)NC2=NC(=CS2)CN3CCC(C)CC3)N4C=NC=N4,Z1266054232,396.511,396.511,2.632,-4.897,1,5,75.94,5,https://real.enamine.net/public-enum-files/Z1266054232,0.7141178499739648,<rdkit.Chem.rdchem.Mol object at 0x1430a1770>
3573,4203,NS(=O)(=O)C1CCCN(C1)S(=O)(=O)CC23CCC(CC2)C3,Z2186228254,336.473,336.473,1.924,-2.702,1,4,97.54,4,https://real.enamine.net/public-enum-files/Z2186228254,0.8147529409045796,<rdkit.Chem.rdchem.Mol object at 0x1430a1b60>
3574,4204,O=S(=O)(C1CC1)N2CCC(F)(F)C(CO)C2,Z2186363924,255.284,255.284,-0.917,-1.658,1,3,57.61,3,https://real.enamine.net/public-enum-files/Z2186363924,0.7952517467872067,<rdkit.Chem.rdchem.Mol object at 0x1430a1bd0>
3577,4207,CC(=O)NCC1CN(CCO1)S(=O)(=O)C2CC2,Z1271183097,262.327,262.327,-0.565,-1.116,1,4,75.71,5,https://real.enamine.net/public-enum-files/Z1271183097,0.7278150618148922,<rdkit.Chem.rdchem.Mol object at 0x1430a1d20>
3578,4208,CC1=NN(C)C(C)=C1CNS(=O)(=O)C=2C(C)=CC(C)=CC2C,Z1271475231,321.44,321.44,2.739,-2.542,1,3,63.99,4,https://real.enamine.net/public-enum-files/Z1271475231,0.9405090374828108,<rdkit.Chem.rdchem.Mol object at 0x1430a1d90>
3580,4210,CCC(NS(=O)(=O)C1=CC=2CC(=O)N3CCCC(=C1)C23)C4=NC(C)=CS4,Z1693136566,391.511,391.511,1.655,-3.508,1,4,79.37,4,https://real.enamine.net/public-enum-files/Z1693136566,0.8499006303237114,<rdkit.Chem.rdchem.Mol object at 0x1430a1e70>
3581,4211,CN1N=CC=C1S(=O)(=O)NC2CC(C)(C)C=3C=CC=CC32,Z1693183537,305.397,305.397,2.849,-2.957,1,3,63.99,3,https://real.enamine.net/public-enum-files/Z1693183537,0.9444657665098108,<rdkit.Chem.rdchem.Mol object at 0x1430a1ee0>
3582,4212,CC(CNC=1N=CN=C2C=C(F)C(F)=CC12)CN3C=CN=C3,Z1272210849,303.311,303.311,2.687,-3.741,1,4,55.63,5,https://real.enamine.net/public-enum-files/Z1272210849,0.7872278086452706,<rdkit.Chem.rdchem.Mol object at 0x1430a1f50>
3583,4213,CCC1=NSC(=N1)N2CCN(CC2)C=3C=C(C)N=CN3,Z1272657500,290.389,290.389,1.631,-3.325,0,6,58.04,3,https://real.enamine.net/public-enum-files/Z1272657500,0.8541330810257455,<rdkit.Chem.rdchem.Mol object at 0x1430a1fc0>
3588,4218,COC=1C=CC2=C(C1)CCCC2CNCC3=CNN=C3C,Z1696224443,285.385,285.385,2.907,-2.63,2,3,49.94,5,https://real.enamine.net/public-enum-files/Z1696224443,0.8877682858677058,<rdkit.Chem.rdchem.Mol object at 0x1430a21f0>
3589,4219,CNC(=O)C1=CC(=CN1C)S(=O)(=O)N2CCC=C(F)C2,Z1697339661,301.339,301.339,1.088,-1.666,1,3,71.41,4,https://real.enamine.net/public-enum-files/Z1697339661,0.8900083285193269,<rdkit.Chem.rdchem.Mol object at 0x1430a2260>
3593,4223,CC=1C=CC(=CC1Cl)C(=O)N2CCN3C(CC(C)C)=NN=C3C2,Z1303439053,332.828,332.828,2.715,-4.28,0,3,51.02,4,https://real.enamine.net/public-enum-files/Z1303439053,0.8674839494859837,<rdkit.Chem.rdchem.Mol object at 0x1430a2420>
3599,4230,CC=1C=C(C)C(NC(=O)CN2CCN(CC2)C3=CC=CS3)=C(C)C1,Z1408853025,343.488,343.488,3.249,-4.558,1,3,35.58,4,https://real.enamine.net/public-enum-files/Z1408853025,0.9236804428861972,<rdkit.Chem.rdchem.Mol object at 0x1430a26c0>
3606,4238,COC=1C=CC=C(CCC(=O)N2CCC=3C(=CC=CC32)CN4CCCC4)C1OC,Z1310939383,394.508,394.508,3.585,-3.61,0,4,42.01,7,https://real.enamine.net/public-enum-files/Z1310939383,0.7159676375386611,<rdkit.Chem.rdchem.Mol object at 0x1430a2960>
3611,4244,N#CC(NC(=O)C=1C=NN(C1)C=2C=CC=CC2)C3=CC=C(F)C=C3F,Z1167760376,338.312,338.312,2.88,-4.36,1,3,70.71,5,https://real.enamine.net/public-enum-files/Z1167760376,0.794302493086455,<rdkit.Chem.rdchem.Mol object at 0x1430a2b90>
3618,4251,CN(CC=1C=CC=C(C1)C(N)=O)CC=2C=CC=CC2N3CCCC3,Z371881804,323.433,323.433,2.536,-3.756,1,3,49.57,6,https://real.enamine.net/public-enum-files/Z371881804,0.8888285033472655,<rdkit.Chem.rdchem.Mol object at 0x1430a2ea0>
3620,4253,C1=NN(N=C1CN2CCCC2C=3C=CC=CC3)C=4C=CC=CC4,Z415082664,304.39,304.39,4.465,-3.028,0,3,33.95,4,https://real.enamine.net/public-enum-files/Z415082664,0.7382397585836592,<rdkit.Chem.rdchem.Mol object at 0x1430a2f80>
3623,4256,COC=1C=C(C=CC1C)CC(=O)NC2=CC=NN2C=3C=C(C)C=CN3,Z1443333613,336.389,336.389,2.906,-4.256,1,4,69.04,6,https://real.enamine.net/public-enum-files/Z1443333613,0.7772839624764093,<rdkit.Chem.rdchem.Mol object at 0x1430a30d0>
3633,4266,CN1C(=NN=C1S(=O)(=O)C2CCC=3C(F)=CC(F)=CC32)C=4C=CC=CC4,Z1497378814,375.394,375.394,2.486,-5.58,0,4,64.85,3,https://real.enamine.net/public-enum-files/Z1497378814,0.7050941658007971,<rdkit.Chem.rdchem.Mol object at 0x1430a3530>
3642,4277,CC=1C=CC=C(C1)N2CCN(CCC=3C=CC=CC3)CC2,Z195906380,280.408,280.408,4.636,-3.62,0,2,6.48,4,https://real.enamine.net/public-enum-files/Z195906380,0.8471063209850125,<rdkit.Chem.rdchem.Mol object at 0x1430a3920>
3643,4278,CC=1C=CN=C(N1)N2CCN(CC3=NC=4C=CC=CC4N3)CC2,Z1564005080,308.382,308.382,2.09,-2.8,1,5,60.94,3,https://real.enamine.net/public-enum-files/Z1564005080,0.8015340238879707,<rdkit.Chem.rdchem.Mol object at 0x1430a3990>
3651,4292,CC=1C=CC=C(N1)NC(=O)C2CCCN(C2)C(=O)C3COC=4C=CC=CC4O3,Z810423824,381.426,381.426,3.09,-4.517,1,5,80.76,3,https://real.enamine.net/public-enum-files/Z810423824,0.8831065502050665,<rdkit.Chem.rdchem.Mol object at 0x1430a3d10>
3652,4293,CNC(=O)C=1C=CC(=CC1)CN2CCC(CC2)C3=CNC4=NC=CC=C34,Z1262978791,348.442,348.442,2.329,-3.371,2,3,61.02,4,https://real.enamine.net/public-enum-files/Z1262978791,0.7604013954050625,<rdkit.Chem.rdchem.Mol object at 0x1430a3d80>
3653,4294,CC(C)OC=1C=CC(F)=CC1NC(=O)C2=CSC(=N2)C=3C=CN=CC3,Z1438887976,357.404,357.404,3.19,-4.66,1,4,64.11,6,https://real.enamine.net/public-enum-files/Z1438887976,0.7357333749463346,<rdkit.Chem.rdchem.Mol object at 0x1430a3df0>
3659,4302,O=C(NC1=CC=C2NC=CC2=C1)NC(C3CC3)C4CC4,Z1122718908,269.342,269.342,2.817,-3.943,3,1,56.92,4,https://real.enamine.net/public-enum-files/Z1122718908,0.7816623483752907,<rdkit.Chem.rdchem.Mol object at 0x14309c0b0>
3665,4314,CC1=CC(=CC(C)=C1S(=O)(=O)NC(C)C=2N=CNN2)C(C)(C)C,Z1565996932,336.454,336.454,3.399,-4.284,2,4,87.74,5,https://real.enamine.net/public-enum-files/Z1565996932,0.898433967786691,<rdkit.Chem.rdchem.Mol object at 0x14309c350>
3666,4315,COC=1C=CC=CC1N2CCN(CC2)C(=O)CN(CC=3C=CC(F)=CC3)C4CC4,Z106551908,397.487,397.487,4.467,-4.41,0,4,36.02,7,https://real.enamine.net/public-enum-files/Z106551908,0.7192306183998148,<rdkit.Chem.rdchem.Mol object at 0x14309c3c0>
3670,4322,C=1SC(=NC1CN2CCN(CC=3C=CC=4OCCC4C3)CC2)C=5C=CC=CC5,Z106827610,391.531,391.531,4.668,-4.1,0,4,28.6,5,https://real.enamine.net/public-enum-files/Z106827610,0.6557214372229778,<rdkit.Chem.rdchem.Mol object at 0x14309c580>
3686,4343,CC=1N=C(N=C2CCCCC12)NC(=O)CC=3C(Cl)=CC=CC3Cl,Z108517270,350.242,350.242,4.26,-5.24,1,3,54.88,4,https://real.enamine.net/public-enum-files/Z108517270,0.9047138763527278,<rdkit.Chem.rdchem.Mol object at 0x14309cba0>
3692,4351,CCN(C)C(=O)C=1C=CC=C(C1)C(=O)NC=2C=CC3=NC(C)=CN3C2,Z1124102429,336.389,336.389,1.961,-3.766,1,3,66.71,6,https://real.enamine.net/public-enum-files/Z1124102429,0.7963239837758675,<rdkit.Chem.rdchem.Mol object at 0x14309cdd0>
3693,4352,CCC(=O)NC1CCCN(C1)C(=O)C=2C=CC(=C(F)C2)N3C=CC=N3,Z1124092254,344.384,344.384,1.697,-3.27,1,3,67.23,6,https://real.enamine.net/public-enum-files/Z1124092254,0.9239953409070498,<rdkit.Chem.rdchem.Mol object at 0x14309ce40>
3694,4357,CC(=O)N(C)C1CCN(CC=2C=CC=C(C2)C=3C=CC=CC3)CC1,Z1567036435,322.445,322.445,2.932,-4.075,0,2,23.55,4,https://real.enamine.net/public-enum-files/Z1567036435,0.8547096024842653,<rdkit.Chem.rdchem.Mol object at 0x14309ceb0>
3695,4359,C=1C=C(OC1CN2CCC(CC2)N3C=NC=N3)C=4C=CC=CC4,Z1567357513,308.378,308.378,2.377,-3.579,0,3,47.09,4,https://real.enamine.net/public-enum-files/Z1567357513,0.7411332870826307,<rdkit.Chem.rdchem.Mol object at 0x14309cf20>
3702,4368,CCCN1C(=NC=2C=CC=CC21)C3CC(=O)N(C3)C4=CC=CC(=C4)C(F)(F)F,Z111780338,387.399,387.399,4.81,-4.79,0,2,38.13,5,https://real.enamine.net/public-enum-files/Z111780338,0.6328807516115947,<rdkit.Chem.rdchem.Mol object at 0x14309d230>
3703,4369,CC1=C(C=NN1C=2C=CC=CC2F)NCC=3C=CC=4OCCOC4C3,Z1567950492,339.364,339.364,4.043,-3.92,1,4,48.31,4,https://real.enamine.net/public-enum-files/Z1567950492,0.7872607913568966,<rdkit.Chem.rdchem.Mol object at 0x14309d2a0>
3707,4374,C1=CC=2C(=CC=CC2N1)CN3CCC(CC3)OC4CCOCC4,Z1568481780,314.423,314.423,1.28,-3.04,1,3,37.49,4,https://real.enamine.net/public-enum-files/Z1568481780,0.9404187857136328,<rdkit.Chem.rdchem.Mol object at 0x14309d460>
3709,4377,CN(C)C=1N=CC=CC1NC(=O)C=2C=CC3=C(C2)CC=4C=CC=CC43,Z444123792,329.396,329.396,4.628,-5.569,1,3,45.23,4,https://real.enamine.net/public-enum-files/Z444123792,0.6184178240100922,<rdkit.Chem.rdchem.Mol object at 0x14309d540>
3714,4382,CS(=O)C1=NN=CN1CC=2N=C(N)C3=C(N2)SC=4CCCCC43,Z1126763719,348.449,348.449,0.055,-4.243,1,6,99.58,3,https://real.enamine.net/public-enum-files/Z1126763719,0.7703688326662304,<rdkit.Chem.rdchem.Mol object at 0x14309d770>
3719,4389,COC=1C=CC=CC1NC(=O)CN2CCN(CC3=CSC4=CC=CC=C34)CC2,Z195995664,395.52,395.52,4.091,-3.899,1,4,44.81,7,https://real.enamine.net/public-enum-files/Z195995664,0.6917860690247819,<rdkit.Chem.rdchem.Mol object at 0x14309d930>
3729,4402,O=C1COC=2C=CC(=CC2N1)C3=CSC(COC=4C=CC=CC4)=N3,Z118607578,338.382,338.382,3.167,-4.468,1,4,60.45,4,https://real.enamine.net/public-enum-files/Z118607578,0.7874900793979103,<rdkit.Chem.rdchem.Mol object at 0x14309dd90>
3730,4404,O=C(NC1=NC(=NN1)C=2C=CC=CC2)C=3C=CC=CN3,Z223137106,265.271,265.271,2.277,-4.75,2,4,83.56,4,https://real.enamine.net/public-enum-files/Z223137106,0.7593766399996004,<rdkit.Chem.rdchem.Mol object at 0x14309de00>
3737,4412,CC(C)N1N=NN=C1SCC2=NC=3C=C(Cl)C=CC3C(=O)N2,Z126408706,336.801,336.801,1.852,-4.8,1,5,85.06,4,https://real.enamine.net/public-enum-files/Z126408706,0.7359066552377103,<rdkit.Chem.rdchem.Mol object at 0x14309e110>
3738,4413,CC1=CSC(=N1)C2CCN(CC(=O)NC=3C=CC=CC3Cl)CC2,Z986017388,349.88,349.88,2.762,-2.92,1,3,45.23,5,https://real.enamine.net/public-enum-files/Z986017388,0.9093704223266752,<rdkit.Chem.rdchem.Mol object at 0x14309e180>
3743,4418,O=C(NC=1C=CC=CN1)NC=2C=CC=C3NC=CC23,Z1127203512,252.272,252.272,2.475,-3.79,3,2,69.81,4,https://real.enamine.net/public-enum-files/Z1127203512,0.6550689102128735,<rdkit.Chem.rdchem.Mol object at 0x14309e3b0>
3750,4431,CC(C)CNC=1C=NN(C(=O)C1Cl)C=2C=CC(=CN2)C(F)(F)F,Z127089664,346.736,346.736,3.025,-4.314,1,4,57.59,5,https://real.enamine.net/public-enum-files/Z127089664,0.921766653299164,<rdkit.Chem.rdchem.Mol object at 0x14309e6c0>
3760,4447,O=C(C=1C=CC=C2NC(=O)COC12)N3CCCC(C3)N4C=CC=N4,Z1128820994,326.351,326.351,0.598,-2.703,1,4,76.46,3,https://real.enamine.net/public-enum-files/Z1128820994,0.911019437550706,<rdkit.Chem.rdchem.Mol object at 0x14309eb20>
3766,4454,O=C(C=1C=C(NN1)C=2C=CC=CC2Cl)N3CCCC=4C=C(F)C(F)=CC43,Z771060968,373.784,373.784,4.571,-6.34,1,2,48.99,3,https://real.enamine.net/public-enum-files/Z771060968,0.713221607867267,<rdkit.Chem.rdchem.Mol object at 0x14309edc0>
3768,4456,O=C(CC1=CSC=2C=CC=CC12)N3CCCC(C3)N4C=CN=C4,Z1102776405,325.43,325.43,2.541,-3.45,0,2,38.13,4,https://real.enamine.net/public-enum-files/Z1102776405,0.738994644186549,<rdkit.Chem.rdchem.Mol object at 0x14309eea0>
3775,4466,COC=1C=CC(=CC1)C2=NSC(=N2)NC(=O)C=3C=NN(C)C3,Z1103900376,315.352,315.352,1.596,-3.83,1,5,81.93,5,https://real.enamine.net/public-enum-files/Z1103900376,0.7978977959531393,<rdkit.Chem.rdchem.Mol object at 0x14309f1b0>
3784,4475,CO[C@@H]1C[C@@H](CO)N(CC=2C=CC(=CC2)OCC3CC3)C1,Z2053433347,291.386,291.386,2.37,-1.981,1,4,41.93,7,https://real.enamine.net/public-enum-files/Z2053433347,0.8347583614588473,<rdkit.Chem.rdchem.Mol object at 0x14309f5a0>
3785,4476,CO[C@@H]1C[C@@H](CO)N(CC2=CC=C(O2)C=3C=CC=CC3)C1,Z2053431759,287.354,287.354,2.752,-2.737,1,3,45.84,5,https://real.enamine.net/public-enum-files/Z2053431759,0.9176564316615784,<rdkit.Chem.rdchem.Mol object at 0x14309f610>
