Unnamed: 0.1,Unnamed: 0,SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL,QED,mol
41517,49005,O=C(NCC=1C=CC(=NC1)N2CCC=3C=CC=CC3C2)C4CC=CCC4,Z511010218,347.454,347.454,3.047,-4.179,1,3,45.23,4,https://real.enamine.net/public-enum-files/Z511010218,0.8594548264804962,<rdkit.Chem.rdchem.Mol object at 0x3415aec00>
41518,49006,CN(CC=1C=NN(C)C1)CC2=NN=NN2CC=3C=CC=CC3,Z212268910,297.359,297.359,0.978,-0.83,0,5,64.66,6,https://real.enamine.net/public-enum-files/Z212268910,0.6811829988480044,<rdkit.Chem.rdchem.Mol object at 0x3415aec70>
41522,49014,COC=1C=CC=C(C1)C2CC(O)CN2CC3=NC=4C=CC=CC4N3,Z2002752761,323.39,323.39,2.41,-3.162,2,4,61.38,4,https://real.enamine.net/public-enum-files/Z2002752761,0.7749024756591969,<rdkit.Chem.rdchem.Mol object at 0x3415aee30>
41524,49017,CC(C1=NN=C(S1)C=2C=CC=CC2F)N(C)CC=3C=CC(F)=CC3,Z1733769275,345.411,345.411,3.695,-5.195,0,3,29.02,5,https://real.enamine.net/public-enum-files/Z1733769275,0.6724205893965187,<rdkit.Chem.rdchem.Mol object at 0x3415aef10>
41525,49018,CC1CN(CC(C)O1)C(=O)NCC2=NN=CN2C=3C=CC=CC3,Z534502402,315.371,315.371,1.276,-2.821,1,4,72.28,3,https://real.enamine.net/public-enum-files/Z534502402,0.9333324936643348,<rdkit.Chem.rdchem.Mol object at 0x3415aef80>
41532,49026,N#CC=1C=C(N=C2C=CC=CC12)NCC=3C=CC=CC3CN4C=NC=N4,Z1232631474,340.382,340.382,2.708,-4.893,1,5,79.42,5,https://real.enamine.net/public-enum-files/Z1232631474,0.6024847756641472,<rdkit.Chem.rdchem.Mol object at 0x3415af290>
41533,49027,O=C1SC=NN1CC2=NC=3C=CC(F)=CC3O2,Z1796680438,251.239,251.239,2.05,-2.69,0,3,58.7,2,https://real.enamine.net/public-enum-files/Z1796680438,0.6941979557955746,<rdkit.Chem.rdchem.Mol object at 0x3415af300>
41534,49029,CC1=CC(CN(C)CC2=NOC(=N2)C3=CC=CS3)=NO1,Z644085894,290.343,290.343,1.569,-2.16,0,4,68.19,5,https://real.enamine.net/public-enum-files/Z644085894,0.7193991923342604,<rdkit.Chem.rdchem.Mol object at 0x3415af370>
41555,49056,CC1=CC=C(O1)C2=NC(=CS2)CN(CC=3C=CC=CN3)C(C)C,Z606091702,327.446,327.446,3.412,-3.12,0,3,42.16,6,https://real.enamine.net/public-enum-files/Z606091702,0.6674961756417501,<rdkit.Chem.rdchem.Mol object at 0x3415afca0>
41561,49064,COC=1C=CC(=CN1)N(C)C(=O)CN2CCC=3C=CC=CC32,Z941943844,297.352,297.352,2.87,-3.162,0,4,45.67,5,https://real.enamine.net/public-enum-files/Z941943844,0.8669446636869058,<rdkit.Chem.rdchem.Mol object at 0x3415aff40>
41565,49068,CC=1C=C(CS(=O)(=O)CC2=CN3C(C)=CC=CC3=N2)ON1,Z1141946464,305.354,305.354,-0.061,-1.537,0,4,77.47,4,https://real.enamine.net/public-enum-files/Z1141946464,0.7369867306750417,<rdkit.Chem.rdchem.Mol object at 0x3415b0190>
41577,49082,CN1C(CSCC2=NC=CS2)=NN=C1C=3C=CC=CC3,Z1583481525,302.421,302.421,1.877,-3.139,0,3,43.6,5,https://real.enamine.net/public-enum-files/Z1583481525,0.7245491397079301,<rdkit.Chem.rdchem.Mol object at 0x3415b06d0>
41584,49093,CN(C)C=1N=CN=CC1NC(=O)CN2C=CC=3C=CC=CC32,Z1458002869,295.34,295.34,2.938,-2.78,1,4,63.05,5,https://real.enamine.net/public-enum-files/Z1458002869,0.8007087213064883,<rdkit.Chem.rdchem.Mol object at 0x3415b09e0>
41594,49105,COCC1CN(CCO1)C=2C=CC=3N=CC=NC3N2,Z1272480149,260.292,260.292,0.469,-1.64,0,6,60.37,3,https://real.enamine.net/public-enum-files/Z1272480149,0.8160353269616163,<rdkit.Chem.rdchem.Mol object at 0x3415b0e40>
41602,49116,CC(C1=NN=C(CC2=CC=CS2)O1)N(C)CC=3C=CC=CC3,Z1664392936,313.419,313.419,2.218,-3.103,0,3,42.16,6,,0.6916286958053242,<rdkit.Chem.rdchem.Mol object at 0x3415b11c0>
41603,49117,CC(OC=1C=CC=C(Br)C1)C2=NN=C(O2)C=3C=COC3,Z1646029459,335.153,335.153,2.867,-4.419,0,3,61.29,4,https://real.enamine.net/public-enum-files/Z1646029459,0.7138710705705731,<rdkit.Chem.rdchem.Mol object at 0x3415b1230>
41608,49123,CC1=NC(=NO1)C2CCCN2C(=O)C=3C=CC(=NC3)OCC4CC4,Z1268724945,328.367,328.367,1.686,-2.56,0,5,81.35,5,https://real.enamine.net/public-enum-files/Z1268724945,0.8387476738494298,<rdkit.Chem.rdchem.Mol object at 0x3415b13f0>
41610,49125,O=C(CN1CCOC=2C=CC=CC21)NC=3C=CC=C4N=CC=CC34,Z358303680,319.358,319.358,3.653,-4.43,1,4,54.46,4,https://real.enamine.net/public-enum-files/Z358303680,0.8059296570420016,<rdkit.Chem.rdchem.Mol object at 0x3415b14d0>
41612,49127,CC1=NN(C)C(C)=C1CC(=O)NC2=NC(=CS2)C3=CC=C(C)C(C)=C3,Z212462454,354.471,354.471,3.994,-4.34,1,3,59.81,4,https://real.enamine.net/public-enum-files/Z212462454,0.7713755437344622,<rdkit.Chem.rdchem.Mol object at 0x3415b15b0>
41617,49134,CC(NCC=1C=CC(=NC1)OC=2C=CC(F)=CC2)C3=NC=CN3C,Z1589782158,326.369,326.369,1.566,-2.577,1,3,51.97,6,https://real.enamine.net/public-enum-files/Z1589782158,0.7518705499063125,<rdkit.Chem.rdchem.Mol object at 0x3415b17e0>
41621,49140,CC(C)(NCC1=NOC(=N1)C2CCOCC2)C3=CC=CC(F)=C3,Z1590263493,319.375,319.375,0.862,-2.262,1,4,60.18,5,https://real.enamine.net/public-enum-files/Z1590263493,0.9172773285918104,<rdkit.Chem.rdchem.Mol object at 0x3415b19a0>
41632,49154,CC=1C=CC(=CC1F)NC(=O)CN2N=NC(COC=3C=CC=CC3)=N2,Z108838716,341.34,341.34,3.119,-3.739,1,5,81.93,7,https://real.enamine.net/public-enum-files/Z108838716,0.7440758485898494,<rdkit.Chem.rdchem.Mol object at 0x3415b1e00>
41635,49158,CN1CCCCC1CCN2N=C(OC2=O)C=3C=CC(F)=CC3,Z226411422,305.348,305.348,2.983,-3.111,0,3,45.14,4,https://real.enamine.net/public-enum-files/Z226411422,0.8707357282878607,<rdkit.Chem.rdchem.Mol object at 0x3415b1f50>
41639,49163,CC=1C=CN2N=CC(C(=O)NC3=NN=C(S3)C=4C=CSC4)=C2N1,Z1083366688,342.402,342.402,1.725,-4.446,1,5,85.07,4,https://real.enamine.net/public-enum-files/Z1083366688,0.61864831453955,<rdkit.Chem.rdchem.Mol object at 0x3415b2110>
41640,49164,CCC1=C(C)SC(NC(=O)CC2=NOC=3C=CC=CC23)=C1C#N,Z1083401700,325.387,325.387,2.75,-5.288,1,3,78.92,5,https://real.enamine.net/public-enum-files/Z1083401700,0.7907582964166855,<rdkit.Chem.rdchem.Mol object at 0x3415b2180>
41646,49172,CC=1N=CC=C(N1)C(=O)NC=2C=CC(=C(Cl)C2)C(C#N)C=3C=CC=CC3,Z751133982,362.813,362.813,3.478,-4.4,1,4,78.67,5,https://real.enamine.net/public-enum-files/Z751133982,0.7480331838234592,<rdkit.Chem.rdchem.Mol object at 0x3415b2420>
41647,49174,CC=1C=CC(C2=NC(=CO2)CN3CCC4=C(C3)N=CN4C5CC5)=C(C)C1,Z1139738594,348.442,348.442,2.703,-3.67,0,3,47.09,4,https://real.enamine.net/public-enum-files/Z1139738594,0.7135858911322721,<rdkit.Chem.rdchem.Mol object at 0x3415b2490>
41655,49185,CC1=CN2CC(CCC2=N1)NS(=O)(=O)C3=CC=CC4=NON=C34,Z1537302785,333.367,333.367,2.054,-1.65,1,5,102.91,3,https://real.enamine.net/public-enum-files/Z1537302785,0.767464281175221,<rdkit.Chem.rdchem.Mol object at 0x3415b27a0>
41658,49188,CC1=CSC(CSC2=NN=C(C)N2CC=3C=CC=CC3)=N1,Z1268451697,316.447,316.447,2.177,-3.635,0,3,43.6,5,https://real.enamine.net/public-enum-files/Z1268451697,0.673361700470566,<rdkit.Chem.rdchem.Mol object at 0x3415b28f0>
41659,49189,CC=1N=C(C)C(C)=C(N1)NCC=2C=CC(=CC2)CN3CCC(O)CC3,Z1425937729,340.463,340.463,2.334,-2.313,2,5,61.28,5,https://real.enamine.net/public-enum-files/Z1425937729,0.8761335264854544,<rdkit.Chem.rdchem.Mol object at 0x3415b2960>
41661,49192,CCCC1=NN=NN1CC=2N=C(C)C=3C=CC=CC3N2,Z1348285272,268.318,268.318,2.017,-2.5,0,5,69.38,4,https://real.enamine.net/public-enum-files/Z1348285272,0.7227554204964335,<rdkit.Chem.rdchem.Mol object at 0x3415b2a40>
41662,49193,CC(C1=CC=CS1)S(=O)CC2=NOC(=N2)C=3C=CC=CC3,Z1460199846,318.417,318.417,1.463,-4.1,0,3,55.99,5,https://real.enamine.net/public-enum-files/Z1460199846,0.71761713591691,<rdkit.Chem.rdchem.Mol object at 0x3415b2ab0>
41664,49195,O=S(CC1=NC(CC=2C=CC(F)=CC2)=NO1)CC3CCCCO3,Z1340462535,338.399,338.399,1.252,-2.0,0,4,65.22,6,https://real.enamine.net/public-enum-files/Z1340462535,0.8099469571054256,<rdkit.Chem.rdchem.Mol object at 0x3415b2b90>
41666,49197,CCC=1C=C(SC1C)C(=O)N2N=C(N)C=3C=CC=CC32,Z234896287,285.366,285.366,4.276,-5.14,1,3,60.91,3,https://real.enamine.net/public-enum-files/Z234896287,0.7859588207083404,<rdkit.Chem.rdchem.Mol object at 0x3415b2c70>
41668,49200,CCC(C)C1=CSC(=N1)N(C)C(=O)C=2C=CC=C(C2)N3C=CC=N3,Z1219880038,340.445,340.445,2.997,-4.81,0,3,51.02,5,https://real.enamine.net/public-enum-files/Z1219880038,0.7018834079701304,<rdkit.Chem.rdchem.Mol object at 0x3415b2d50>
41669,49203,C=1C=CC(=NC1)C2=NC(=NN2)SCC3=NN=NN3C4CC4,Z1222480724,300.344,300.344,1.319,-2.836,1,6,98.06,5,https://real.enamine.net/public-enum-files/Z1222480724,0.7124622361038047,<rdkit.Chem.rdchem.Mol object at 0x3415b2dc0>
41670,49204,CC=1N=C(CN2N=NC(=N2)C(NC(=O)C=3C=CC=CC3)C(C)C)OC1C,Z1222492784,354.407,354.407,1.442,-2.83,1,5,98.73,6,,0.7298987797647782,<rdkit.Chem.rdchem.Mol object at 0x3415b2e30>
41675,49209,CCC=1N=CSC1NC(=O)C(C=2C=CC=CC2)N3CCC(O)CC3,Z1483601714,345.461,345.461,1.291,-3.57,2,4,65.46,6,https://real.enamine.net/public-enum-files/Z1483601714,0.8744784229527707,<rdkit.Chem.rdchem.Mol object at 0x3415b3060>
41681,49215,CC=1C=CC(=CN1)C2=NOC(=N2)[C@@H]3CCO[C@H]3C4=NC=CN4C,Z2156795248,311.339,311.339,-0.197,-1.192,0,5,78.86,3,https://real.enamine.net/public-enum-files/Z2156795248,0.7388667719292966,<rdkit.Chem.rdchem.Mol object at 0x3415b3300>
41685,49219,CC1=NC(=CS1)C2=CC(=CS2)C(=O)NC=3C(C)=NOC3C4CC4,Z1659976427,345.442,345.442,2.209,-3.25,1,3,68.02,5,https://real.enamine.net/public-enum-files/Z1659976427,0.7497826392637397,<rdkit.Chem.rdchem.Mol object at 0x3415b34c0>
41686,49220,NC(=O)C=1C=CC=C(C1)CC2=NOC(=N2)C(C=3C=CC=C(F)C3)N4CCOCC4,Z2157438533,396.416,396.416,1.312,-3.131,1,5,94.48,6,https://real.enamine.net/public-enum-files/Z2157438533,0.6872102089636302,<rdkit.Chem.rdchem.Mol object at 0x3415b3530>
41690,49225,CC=1C=C(Cl)C(NC(=O)N2CCCC(CO)C2)=C3C=CC=NC13,Z1236405868,333.813,333.813,1.775,-4.03,2,3,65.46,4,https://real.enamine.net/public-enum-files/Z1236405868,0.8844700152861636,<rdkit.Chem.rdchem.Mol object at 0x3415b36f0>
41695,49230,O=C(O)CNC(=O)CC1=CSC(=N1)C2=CC=C(Cl)S2,Z1238816556,316.786,316.786,1.844,-4.073,2,4,79.29,6,https://real.enamine.net/public-enum-files/Z1238816556,0.8865458436476451,<rdkit.Chem.rdchem.Mol object at 0x3415b3920>
41698,49234,CN(C)C1CN(C1)C(=O)NC2=CC=C(OCC=3C=CC=CN3)C(F)=C2,Z1671300490,344.384,344.384,2.333,-3.209,1,4,57.7,7,https://real.enamine.net/public-enum-files/Z1671300490,0.9057234297045644,<rdkit.Chem.rdchem.Mol object at 0x3415b3a70>
41701,49237,CC1=CC=C(S1)S(=O)(=O)NC=2C=CC(=CC2)CC(C)C(=O)O,Z1672668621,339.433,339.433,3.063,-4.469,2,4,83.47,5,https://real.enamine.net/public-enum-files/Z1672668621,0.8467978401334466,<rdkit.Chem.rdchem.Mol object at 0x3415b3bc0>
41710,49246,CC1=CC(=O)N2N=C(C=C2N1)C=3C=CC=CC3,Z57180168,225.247,225.247,1.817,-3.43,1,3,46.92,1,,0.6882288713075218,<rdkit.Chem.rdchem.Mol object at 0x3415b4040>
41717,49253,BrC=1C=CC=CC1C2=NC=3C=C4OCCOC4=CC3N2,Z394626632,331.164,331.164,4.728,-5.77,1,3,47.14,1,https://real.enamine.net/public-enum-files/Z394626632,0.738458740527986,<rdkit.Chem.rdchem.Mol object at 0x3415b42e0>
41725,49262,NC=1N=C(N=C2C=CC=CC12)NC=3C=CC=C(C3)C(=O)O,Z1763247026,280.282,280.282,3.636,-4.76,3,6,101.13,3,https://real.enamine.net/public-enum-files/Z1763247026,0.6814505812241729,<rdkit.Chem.rdchem.Mol object at 0x3415b4660>
41727,49265,CCN(CC=1N=NSC1Cl)C2CCN(C2=O)C=3C=CC=CC3,Z1171437489,336.841,336.841,2.761,-4.56,0,4,49.33,5,https://real.enamine.net/public-enum-files/Z1171437489,0.8421004798721575,<rdkit.Chem.rdchem.Mol object at 0x3415b4740>
41731,49270,O=C(O)C1CCCN(C1)C=2C=CC(=NN2)SC=3C=CC(Br)=CC3,Z1863492086,394.287,394.287,3.664,-5.5,1,5,66.32,4,https://real.enamine.net/public-enum-files/Z1863492086,0.8534426519738112,<rdkit.Chem.rdchem.Mol object at 0x3415b4900>
41733,49272,O=C1C=CC(=CN1CC2=CSC(=N2)NC=3C=CC=CC3)C(F)(F)F,Z335577624,351.348,351.348,3.651,-4.473,1,3,45.23,5,https://real.enamine.net/public-enum-files/Z335577624,0.7692643986228968,<rdkit.Chem.rdchem.Mol object at 0x3415b49e0>
41734,49274,CC1=NC=2C=CC(=CC2S1)NC(=O)C=3C=CC=CC3CN4C=NC=N4,Z1273135493,349.412,349.412,2.489,-4.372,1,4,72.7,5,https://real.enamine.net/public-enum-files/Z1273135493,0.6119477106606053,<rdkit.Chem.rdchem.Mol object at 0x3415b4a50>
41747,49295,CC1=CC=CC2=NC(=CN12)CNC(=O)C=3C=CC(=CC3)CN4C=NC=N4,Z1168080126,346.387,346.387,1.665,-3.71,1,4,77.11,5,https://real.enamine.net/public-enum-files/Z1168080126,0.6009894205251316,<rdkit.Chem.rdchem.Mol object at 0x3415b5000>
41756,49307,CCOC=1N=CC=CC1NC(=O)C2=CSC(=N2)C=3N=CC=CN3,Z736902074,327.363,327.363,1.622,-3.37,1,6,89.89,6,https://real.enamine.net/public-enum-files/Z736902074,0.7745903204989615,<rdkit.Chem.rdchem.Mol object at 0x3415b53f0>
41760,49312,O=C(NCC=1C=NN(C1)C=2C=CC(F)=CC2F)C3CCCO3,Z963672096,307.296,307.296,1.887,-2.59,1,3,56.15,5,https://real.enamine.net/public-enum-files/Z963672096,0.9390387499640296,<rdkit.Chem.rdchem.Mol object at 0x3415b55b0>
41771,49324,CC1=CSC(=N1)C=2C=CC(=CC2)NC(=O)C=3C(C)=NN(C)C3C,Z1001604818,326.418,326.418,2.47,-3.354,1,3,59.81,4,https://real.enamine.net/public-enum-files/Z1001604818,0.7977502896248244,<rdkit.Chem.rdchem.Mol object at 0x3415b5a10>
41778,49333,O=C(NCC1=CC=2C=CC=CC2O1)C3=CSC(=N3)C=4N=CC=CN4,Z737145502,336.37,336.37,2.771,-4.51,1,4,80.91,4,https://real.enamine.net/public-enum-files/Z737145502,0.6184032004210017,<rdkit.Chem.rdchem.Mol object at 0x3415b5cb0>
41785,49342,CC1=NOC(C)=C1CN(C)C=2N=CN=C3C2C=NN3C,Z367551278,272.306,272.306,0.614,-1.92,0,5,72.87,3,https://real.enamine.net/public-enum-files/Z367551278,0.7208363259012044,<rdkit.Chem.rdchem.Mol object at 0x3415b5fc0>
41793,49361,CC=1C=CC(=CC1)SCC2=NOC(=N2)C=3C=CC(Cl)=CC3,Z234896135,316.807,316.807,4.935,-6.026,0,2,38.92,4,https://real.enamine.net/public-enum-files/Z234896135,0.6355061816379018,<rdkit.Chem.rdchem.Mol object at 0x3415b6340>
41797,49367,CC=1C=CC=C(C1)C2CC2C(=O)NCC=3C=CC(=CC3)CN4C=NC=N4,Z993038038,346.427,346.427,2.664,-4.36,1,3,59.81,6,https://real.enamine.net/public-enum-files/Z993038038,0.7461643782836657,<rdkit.Chem.rdchem.Mol object at 0x3415b6500>
41822,49398,O=S(=O)(NC=1C=CC(Cl)=CN1)C2=CC=CC3=NON=C23,Z1509759332,310.717,310.717,2.701,-3.189,1,5,97.98,3,https://real.enamine.net/public-enum-files/Z1509759332,0.7949025270573106,<rdkit.Chem.rdchem.Mol object at 0x3415b6ff0>
41835,49413,CC1=CC(=NN1C=2C=CC=CC2)C(=O)N(C)CC3=NC=NN3C,Z1303616032,310.355,310.355,0.522,-2.26,0,4,68.84,5,https://real.enamine.net/public-enum-files/Z1303616032,0.7334962951473863,<rdkit.Chem.rdchem.Mol object at 0x3415b75a0>
41837,49415,CC=1N=C(CNC(=O)C=2C=CN(N2)C=3C(F)=CC=CC3F)OC1C,Z1343824351,332.306,332.306,1.776,-2.84,1,3,72.95,5,https://real.enamine.net/public-enum-files/Z1343824351,0.7971281168712794,<rdkit.Chem.rdchem.Mol object at 0x3415b7680>
41839,49417,CC(C)C1=CC(=NN1)N(C)CC2=NN=C(O2)C3=CC=CO3,Z1299500137,287.318,287.318,1.826,-3.36,1,4,83.98,5,https://real.enamine.net/public-enum-files/Z1299500137,0.7764307213354775,<rdkit.Chem.rdchem.Mol object at 0x3415b7760>
41842,49420,CCCN1C(CNC2=NC(C)=NN2C)=NC=3C=CC=CC31,Z1699554695,284.36,284.36,1.989,-2.11,1,4,60.56,5,https://real.enamine.net/public-enum-files/Z1699554695,0.7817050158146358,<rdkit.Chem.rdchem.Mol object at 0x3415b78b0>
41848,49426,O=C1NC(=O)N(C=C1Cl)CC2=COC(=N2)C3=CC=CS3,Z1313286037,309.729,309.729,1.289,-3.608,1,3,75.44,3,https://real.enamine.net/public-enum-files/Z1313286037,0.8015866693526801,<rdkit.Chem.rdchem.Mol object at 0x3415b7b50>
41852,49431,CN1C=C(C=N1)NC=2C=CC=C(C2)NC(=O)CC3CCOC3,Z1334174067,300.356,300.356,1.053,-1.694,2,4,68.18,6,https://real.enamine.net/public-enum-files/Z1334174067,0.890112324704774,<rdkit.Chem.rdchem.Mol object at 0x3415b7d10>
41869,49455,O=C(NC1=CN(CC=2C=CC=CC2)N=N1)C3CC3C4=CC=CC=C4C(F)(F)F,Z1750116506,386.371,386.371,3.689,-4.78,1,3,59.81,6,https://real.enamine.net/public-enum-files/Z1750116506,0.7186515492415615,<rdkit.Chem.rdchem.Mol object at 0x3415b8510>
41876,49462,CC=1OC=NC1CNC=2C=CN=C3C=C(Br)C=NC23,Z1722778335,319.157,319.157,2.121,-2.375,1,4,63.84,3,https://real.enamine.net/public-enum-files/Z1722778335,0.8023168897855214,<rdkit.Chem.rdchem.Mol object at 0x3415b8820>
41883,49469,CC(NC(=O)C1CCCN1C=2N=CC=CN2)C3=CC=C(F)C(F)=C3,Z1323886737,332.349,332.349,2.105,-4.09,1,4,58.12,5,https://real.enamine.net/public-enum-files/Z1323886737,0.9349363158383948,<rdkit.Chem.rdchem.Mol object at 0x3415b8b30>
41885,49471,CCN1C(CC=2C=CC=CC2)=NN=C1S(=O)(=O)CC3CCCCO3,Z1337404451,349.45,349.45,1.639,-2.868,0,5,74.08,6,https://real.enamine.net/public-enum-files/Z1337404451,0.7994056567146219,<rdkit.Chem.rdchem.Mol object at 0x3415b8c10>
41886,49472,O=C(NC=1C=NN(C1)C=2N=CC=CN2)C3COCCN3CC4CCC4,Z1721041975,342.396,342.396,1.139,-2.813,1,6,85.17,6,https://real.enamine.net/public-enum-files/Z1721041975,0.8758210898342789,<rdkit.Chem.rdchem.Mol object at 0x3415b8c80>
41887,49473,CC1=NC(C(=O)NC2CCN(C2)C3=NC=CC=C3F)=C4C=CC=CN14,Z1391569851,339.368,339.368,2.65,-3.38,1,4,62.53,4,https://real.enamine.net/public-enum-files/Z1391569851,0.7944786455024804,<rdkit.Chem.rdchem.Mol object at 0x3415b8cf0>
41889,49475,CN1C[C@H]2CN(CC3=CC=NN3C=4C=CC(F)=CC4)C[C@H]2C1,Z1950648890,300.375,300.375,2.629,-1.825,0,3,24.3,3,https://real.enamine.net/public-enum-files/Z1950648890,0.8664307104013076,<rdkit.Chem.rdchem.Mol object at 0x3415b8dd0>
41893,49480,CC=1N=C(CC2CC2)OC1C(=O)NC(C)C3=NC(=NO3)C4=CC=CC(F)=C4,Z1832711195,370.378,370.378,2.329,-4.346,1,4,94.05,6,https://real.enamine.net/public-enum-files/Z1832711195,0.7122003407963198,<rdkit.Chem.rdchem.Mol object at 0x3415b8f20>
41894,49481,CC=1N=NC(=NC1C)NCC2=NC=3N=CC(Br)=CC3N2,Z1725378434,334.175,334.175,1.796,-3.293,2,6,92.27,3,https://real.enamine.net/public-enum-files/Z1725378434,0.7623200712235356,<rdkit.Chem.rdchem.Mol object at 0x3415b8f90>
41895,49483,CCC=1N=C(CC)N(CC(=O)N2CCC=3C=CC=CC32)N1,Z1329712226,284.357,284.357,2.275,-2.67,0,3,51.02,5,https://real.enamine.net/public-enum-files/Z1329712226,0.8624965427009327,<rdkit.Chem.rdchem.Mol object at 0x3415b9000>
41897,49485,CCN1N=CC=C1CNC2=NN=C3C=C(C)C=CN23,Z1728583586,256.307,256.307,1.755,-2.73,1,4,60.04,4,https://real.enamine.net/public-enum-files/Z1728583586,0.7737822169049277,<rdkit.Chem.rdchem.Mol object at 0x3415b90e0>
41900,49488,NC(=O)C1=NOC(=N1)C2CCCN2C=3N=CN=C4NN=CC34,Z1757697405,300.277,300.277,-0.487,-2.45,2,7,139.71,3,https://real.enamine.net/public-enum-files/Z1757697405,0.6974629895914964,<rdkit.Chem.rdchem.Mol object at 0x3415b9230>
41904,49492,COC=1C=CC(=CC1)N2C(C)=NN=C2S(=O)(=O)CCN3C=CC=N3,Z1957028317,347.394,347.394,1.023,-2.17,0,6,91.9,6,https://real.enamine.net/public-enum-files/Z1957028317,0.6663823141058245,<rdkit.Chem.rdchem.Mol object at 0x3415b93f0>
41907,49495,CC=1C=C2C(=NC=CN2N1)N3CCCC3C=4C(C)=NN(C)C4Cl,Z1730954341,330.816,330.816,2.242,-2.491,0,4,51.25,2,https://real.enamine.net/public-enum-files/Z1730954341,0.7242960599394945,<rdkit.Chem.rdchem.Mol object at 0x3415b94d0>
41915,49504,O=C(NC1=CC=NN1CC=2C=CC(Cl)=C(F)C2)N3CC[C@H](O)C3,Z1751677854,338.765,338.765,1.625,-3.587,2,3,70.39,5,https://real.enamine.net/public-enum-files/Z1751677854,0.9019719603736052,<rdkit.Chem.rdchem.Mol object at 0x3415b9850>
41920,49510,CCC(C1=NN=C(O1)SC=2N=CC=CC2C#N)C=3C=CC=CC3,Z1341613723,322.386,322.386,2.752,-5.473,0,4,75.6,5,https://real.enamine.net/public-enum-files/Z1341613723,0.7056677800384922,<rdkit.Chem.rdchem.Mol object at 0x3415b9a80>
41927,49518,O=C(C1=NC=2C=CC=CC2C(=O)N1)N3CCC3C=4C=CC=CC4F,Z1343582665,323.322,323.322,1.53,-4.854,1,3,61.77,3,https://real.enamine.net/public-enum-files/Z1343582665,0.7882749297315368,<rdkit.Chem.rdchem.Mol object at 0x3415b9d90>
41988,49588,Cl.O=C(NCC1=CN(N=N1)C=2C=CC=CC2)C3NCCC4=CC=CC=C43,Z1459410447,369.848,333.388,2.191,-3.61,2,4,71.84,5,https://real.enamine.net/public-enum-files/Z1459410447,0.7391419372710183,<rdkit.Chem.rdchem.Mol object at 0x3415bb7d0>
41993,49593,CC1=NOC(=N1)[C@H]2C[C@H](O)CN2C(=O)C3CC=4C=C(C)C(C)=CC4O3,Z1754277686,343.378,343.378,0.737,-3.572,1,5,88.69,3,https://real.enamine.net/public-enum-files/Z1754277686,0.8915281786334432,<rdkit.Chem.rdchem.Mol object at 0x3415bba00>
42000,49601,Cl.CC=1N=CSC1CN(CC2=CN3C=CC=CC3=N2)CC4CCNC4,Z1762139880,377.936,341.476,1.473,-2.88,1,4,45.46,6,https://real.enamine.net/public-enum-files/Z1762139880,0.7164292717151458,<rdkit.Chem.rdchem.Mol object at 0x3415bbd10>
42001,49602,CC1(C)CC(NCC2=NN=C(O2)C=3C=CC=C(Cl)C3)C(C)(C)O1,Z1770572382,335.829,335.829,2.873,-4.296,1,4,60.18,4,https://real.enamine.net/public-enum-files/Z1770572382,0.9197992241601884,<rdkit.Chem.rdchem.Mol object at 0x3415bbd80>
42017,49618,CC=1OC=CC1S(=O)CC=2C=C(ON2)C3=CC=CS3,Z1823335528,293.364,293.364,1.98,-2.666,0,2,56.24,4,https://real.enamine.net/public-enum-files/Z1823335528,0.7370213578218067,<rdkit.Chem.rdchem.Mol object at 0x3415bc510>
42027,49629,C[C@@H]1CCCN1CCC2CC=3C=C(C=CC3O2)C=4C=CC(C#N)=CC4,Z380844338,332.44,332.44,4.876,-4.8,0,3,36.26,4,https://real.enamine.net/public-enum-files/Z380844338,0.8322416979429398,<rdkit.Chem.rdchem.Mol object at 0x3415bc970>
42029,49632,O=S(=O)(CC=1C=C(ON1)C=2C=CC=CC2)C=3C=CC=CC3Cl,Z432536036,333.791,333.791,2.985,-4.662,0,3,60.17,4,https://real.enamine.net/public-enum-files/Z432536036,0.7244897607344057,<rdkit.Chem.rdchem.Mol object at 0x3415bca50>
42031,49634,CC1=NC(CN2N=NC(NC(=O)C=3C=NC(=NC3N)C4CC4)=C2C)=NO1,Z2128090775,355.356,355.356,-0.96,-1.415,2,8,150.53,5,https://real.enamine.net/public-enum-files/Z2128090775,0.6775780309972081,<rdkit.Chem.rdchem.Mol object at 0x3415bcb30>
42033,49636,CC1=CC(CSC2=NN=C3C=C(C)N=C(C)N23)=NO1,Z391820538,275.331,275.331,1.08,-3.03,0,4,69.11,3,https://real.enamine.net/public-enum-files/Z391820538,0.6832518291825636,<rdkit.Chem.rdchem.Mol object at 0x3415bcc10>
42039,49642,CC1=NOC(=N1)C(NC2CCN(CC2)C3=NC=CS3)C(C)C,Z1638048354,321.443,321.443,1.191,-2.77,1,5,67.08,5,https://real.enamine.net/public-enum-files/Z1638048354,0.9131883528426312,<rdkit.Chem.rdchem.Mol object at 0x3415bceb0>
42043,49647,CCC1CC(CC(=O)NC=2N=CC=CC2C=3C=CC=CC3)CCO1,Z1639461058,324.418,324.418,2.649,-4.293,1,3,51.22,6,https://real.enamine.net/public-enum-files/Z1639461058,0.8927316578677594,<rdkit.Chem.rdchem.Mol object at 0x3415bd070>
