,Unnamed: 0,SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL,mol,QED
26063,30525,CCC(C)N1N=CC(NC(=O)NC2=CC(C)=NN2)=C1C,Z1845148721,276.338,276.338,1.654,-2.216,3,3,87.63,6,https://real.enamine.net/public-enum-files/Z1845148721,<rdkit.Chem.rdchem.Mol object at 0x30e61fae0>,0.8019723028576304
26064,30526,CC=1N=NC=CC1NC(=O)NC2(CCCC2)C=3C=CC(F)=CC3,Z1738283612,314.358,314.358,3.147,-3.662,2,3,66.91,5,https://real.enamine.net/public-enum-files/Z1738283612,<rdkit.Chem.rdchem.Mol object at 0x30e61fb50>,0.9107030770533582
26065,30527,CO[C@H]1CCN(C1)S(=O)(=O)C2CCOC2,Z1365844524,235.302,235.302,0.055,-0.766,0,4,55.84,3,https://real.enamine.net/public-enum-files/Z1365844524,<rdkit.Chem.rdchem.Mol object at 0x30e61fbc0>,0.6810541450958866
26066,30528,COC=1C=CC(=CC1C)S(=O)(=O)NC(CC2CCOC2)C(=O)O,Z1738538951,343.397,343.397,1.596,-2.541,2,6,101.93,7,https://real.enamine.net/public-enum-files/Z1738538951,<rdkit.Chem.rdchem.Mol object at 0x30e61fc30>,0.7702263504479077
26067,30529,COCC(NS(=O)(=O)C1=CC2=CC=CC=C2O1)C(=O)O,Z1738837289,299.301,299.301,1.126,-3.081,2,5,105.84,6,https://real.enamine.net/public-enum-files/Z1738837289,<rdkit.Chem.rdchem.Mol object at 0x30e61fca0>,0.8173433817091098
26068,30530,COCC(NS(=O)(=O)C1=CC=C(C)C(=C1)N(C)C)C(=O)O,Z1738838304,316.375,316.375,1.444,-1.859,2,6,95.94,7,https://real.enamine.net/public-enum-files/Z1738838304,<rdkit.Chem.rdchem.Mol object at 0x30e61fd10>,0.7575887704767809
26069,30531,O=C(O)C(CNS(=O)(=O)C1=CNC=N1)CC2CCCC2,Z1738624870,301.364,301.364,2.197,-3.265,3,5,112.15,7,https://real.enamine.net/public-enum-files/Z1738624870,<rdkit.Chem.rdchem.Mol object at 0x30e61fd80>,0.6943832501685283
26070,30532,CC1CCCCN1S(=O)(=O)NCC(CC=2C=CC=CC2)C(=O)O,Z1738653746,340.44,340.44,2.851,-2.536,2,5,86.71,7,https://real.enamine.net/public-enum-files/Z1738653746,<rdkit.Chem.rdchem.Mol object at 0x30e61fdf0>,0.7898584048390515
26071,30533,COC=1C=CC(Cl)=C(C1)S(=O)(=O)NC2C=CC(C2)C(=O)O,Z1738791656,331.773,331.773,2.044,-2.976,2,5,92.7,5,https://real.enamine.net/public-enum-files/Z1738791656,<rdkit.Chem.rdchem.Mol object at 0x30e61fe60>,0.8003396440484238
26072,30534,CCC1=NOC=2N=CC(=CC12)S(=O)(=O)N[C@@H](CC(C)C)C(=O)O,Z1738268892,341.385,341.385,3.01,-3.31,2,6,122.39,7,https://real.enamine.net/public-enum-files/Z1738268892,<rdkit.Chem.rdchem.Mol object at 0x30e61fed0>,0.7831779185173707
26073,30535,O=C(O)C1COCCN1S(=O)(=O)C=2C=CC=C3OCCOC23,Z1739151744,329.327,329.327,1.11,-2.614,1,7,102.37,3,https://real.enamine.net/public-enum-files/Z1739151744,<rdkit.Chem.rdchem.Mol object at 0x30e61ff40>,0.827951575669526
26074,30536,CCC(C)N1N=CC(NC(=O)N(C)C2CC2)=C1C,Z1846544476,250.341,250.341,1.229,-1.225,1,2,50.16,6,https://real.enamine.net/public-enum-files/Z1846544476,<rdkit.Chem.rdchem.Mol object at 0x30e620040>,0.8929342219721493
26075,30537,O=C(O)C(NC(=O)C=1C=CN=C(N1)C2CC2)C=3C=C(F)C=CC3F,Z1444418595,333.29,333.29,2.3,-3.373,2,5,92.18,6,https://real.enamine.net/public-enum-files/Z1444418595,<rdkit.Chem.rdchem.Mol object at 0x30e6200b0>,0.8749009521773965
26076,30538,CC(C)CC(CO)NC(=O)NCC1(CCCCC1)N2CCOCC2,Z1443736274,341.49,341.49,3.165,-2.928,3,4,73.83,7,https://real.enamine.net/public-enum-files/Z1443736274,<rdkit.Chem.rdchem.Mol object at 0x30e620120>,0.6592309839906437
26077,30539,O=C(O)C1CCN(CC1)C(=O)CC2=CNC=3C=CC(F)=CC23,Z1443603217,304.317,304.317,1.033,-2.78,2,3,73.4,4,https://real.enamine.net/public-enum-files/Z1443603217,<rdkit.Chem.rdchem.Mol object at 0x30e620190>,0.9124648616445638
26078,30540,COC=1C=CC=2NC=C(CC(=O)N3CCC(CC3)(C(=O)O)C=4C=CC=CC4)C2C1,Z1443631902,392.449,392.449,2.341,-3.739,2,4,82.63,5,https://real.enamine.net/public-enum-files/Z1443631902,<rdkit.Chem.rdchem.Mol object at 0x30e620200>,0.6974911171725184
26079,30541,CCOC=1C=C(C=CC1OCC(=O)O)C(=O)N2CCC(C2)C=3C=CC=CC3,Z1444004023,369.412,369.412,2.514,-4.395,1,5,76.07,7,https://real.enamine.net/public-enum-files/Z1444004023,<rdkit.Chem.rdchem.Mol object at 0x30e620270>,0.8111936649347201
26080,30542,COC1=CC(=CC(=C1)OC)CC2CN(C2)C(=O)C3CCOCC3,Z1342156357,319.396,319.396,0.44,-2.699,0,4,48.0,6,https://real.enamine.net/public-enum-files/Z1342156357,<rdkit.Chem.rdchem.Mol object at 0x30e6202e0>,0.8340799474950543
26081,30543,CCN1C=C(C=CC1=O)NC(=O)C=2C=C(C(C)C)N(N2)C3=CC=CC=N3,Z1478579893,351.403,351.403,1.603,-3.26,1,4,80.12,5,https://real.enamine.net/public-enum-files/Z1478579893,<rdkit.Chem.rdchem.Mol object at 0x30e620350>,0.7662112024494866
26082,30544,C[C@H](NC(=O)C1=CSC(=N1)C2=CC=C3OCOC3=C2)C(=O)O,Z1445242025,320.322,320.322,2.553,-4.25,2,6,97.75,5,https://real.enamine.net/public-enum-files/Z1445242025,<rdkit.Chem.rdchem.Mol object at 0x30e6203c0>,0.8903118911530816
26083,30545,CC=1C=CC(=CN1)CC(=O)N(C)CC(=O)N2CCC(CC2)C(=O)O,Z1445209951,333.383,333.383,-0.682,-0.894,1,5,90.81,7,https://real.enamine.net/public-enum-files/Z1445209951,<rdkit.Chem.rdchem.Mol object at 0x30e620430>,0.8570061097139513
26084,30546,O=C(O)C=1OC=2C=CC=CC2C1CNC(=O)C3CC=CC3,Z1445236237,285.295,285.295,1.941,-3.376,2,3,79.54,5,https://real.enamine.net/public-enum-files/Z1445236237,<rdkit.Chem.rdchem.Mol object at 0x30e6204a0>,0.8464153486938848
26085,30547,COC=1C=CC=C2C=C(COC12)C(=O)N3CCOCC3C(=O)O,Z1444764559,319.31,319.31,1.702,-3.341,1,6,85.3,4,https://real.enamine.net/public-enum-files/Z1444764559,<rdkit.Chem.rdchem.Mol object at 0x30e620510>,0.8861529993968795
26086,30548,CC=1C=CN2C=C(N=C2C1)C(=O)NC3(CC(=O)O)CCCCC3,Z1444774655,315.368,315.368,3.59,-3.767,2,4,83.7,5,https://real.enamine.net/public-enum-files/Z1444774655,<rdkit.Chem.rdchem.Mol object at 0x30e620580>,0.9079346932243088
26087,30549,CN(C)C(=O)C1=CC=C(Cl)C=C1NCC(=O)N2CCC2,Z1343200728,295.765,295.765,0.62,-3.205,1,3,52.65,4,https://real.enamine.net/public-enum-files/Z1343200728,<rdkit.Chem.rdchem.Mol object at 0x30e6205f0>,0.9194794518039372
26088,30550,CCOC(C)C(=O)NC1=CC(Cl)=CC(=C1)C(=O)O,Z1445457530,271.697,271.697,2.524,-3.095,2,4,75.63,6,https://real.enamine.net/public-enum-files/Z1445457530,<rdkit.Chem.rdchem.Mol object at 0x30e620660>,0.8621774968511902
26089,30551,O=C(O)CC1CN(CCO1)C(=O)CCN2C(=O)CCC=3C=C(F)C=CC32,Z1445442578,364.369,364.369,1.11,-2.908,1,5,87.15,5,https://real.enamine.net/public-enum-files/Z1445442578,<rdkit.Chem.rdchem.Mol object at 0x30e6206d0>,0.8482800954116161
26090,30552,O=C(N[C@H]1CC[C@H](C1)C(=O)N2CCCCC2)C=3C=C(ON3)C4CC4,Z1975206213,331.41,331.41,1.572,-2.791,1,3,75.44,6,https://real.enamine.net/public-enum-files/Z1975206213,<rdkit.Chem.rdchem.Mol object at 0x30e620740>,0.9194160295722132
26091,30553,CC(C)COC=1C=CC(=CN1)C(=O)N2CCC(C=3C=CC=CC3)C2C,Z1360223395,338.444,338.444,4.448,-4.76,0,3,42.43,6,https://real.enamine.net/public-enum-files/Z1360223395,<rdkit.Chem.rdchem.Mol object at 0x30e6207b0>,0.8228812622184699
26092,30554,CCOC=1C=NC=C(N1)N2CCC(CC2)C(=O)N3CCCC3,Z1446777750,304.388,304.388,0.841,-1.778,0,5,58.56,5,https://real.enamine.net/public-enum-files/Z1446777750,<rdkit.Chem.rdchem.Mol object at 0x30e620820>,0.8473965417280312
26093,30555,CC1C(CCN1C(=O)C=2C=C(O)C=C(O)C2)C=3C=CC=CC3,Z1740391084,297.349,297.349,2.687,-3.26,2,3,60.77,3,https://real.enamine.net/public-enum-files/Z1740391084,<rdkit.Chem.rdchem.Mol object at 0x30e620890>,0.8950470392229227
26094,30556,CC=1C=CC(=CC1C)S(=O)(=O)NCC=2N=NN(C)N2,Z1901638058,281.336,281.336,1.078,-2.149,1,5,89.77,4,https://real.enamine.net/public-enum-files/Z1901638058,<rdkit.Chem.rdchem.Mol object at 0x30e620900>,0.8705346746290017
26095,30557,Cl.CCC=1C=CC=C(C1)S(=O)(=O)N2CCC(N)CC2,Z1491211436,304.837,268.377,1.571,-3.703,1,3,63.4,2,https://real.enamine.net/public-enum-files/Z1491211436,<rdkit.Chem.rdchem.Mol object at 0x30e620970>,0.9256533050385884
26096,30558,COC=1C=CC(=CC1OC)C=2N=C(NC(=O)C=3N=CN=CC3Cl)SC2C,Z1348020421,390.845,390.845,1.996,-5.69,1,6,86.23,5,https://real.enamine.net/public-enum-files/Z1348020421,<rdkit.Chem.rdchem.Mol object at 0x30e6209e0>,0.7120107230732836
26097,30559,COC=1C=CC(OC)=C(C1)C2CCCN2C(=O)C=3C=C4C(=O)NC=NC4=CN3,Z1742507550,380.398,380.398,0.949,-3.76,1,6,93.12,4,https://real.enamine.net/public-enum-files/Z1742507550,<rdkit.Chem.rdchem.Mol object at 0x30e620a50>,0.7459667839412307
26098,30561,CC1=C(C=NN1C)S(=O)(=O)N2CCCN(CC2)S(C)(=O)=O,Z2200152227,336.434,336.434,-0.371,-0.286,0,5,92.58,3,https://real.enamine.net/public-enum-files/Z2200152227,<rdkit.Chem.rdchem.Mol object at 0x30e620ac0>,0.733682514867855
26099,30562,COC=1C=CC=C2CCCN(C12)S(=O)(=O)C=3C=NN(C)C3C,Z2200223201,321.396,321.396,2.032,-2.05,0,4,64.43,3,https://real.enamine.net/public-enum-files/Z2200223201,<rdkit.Chem.rdchem.Mol object at 0x30e620b30>,0.8656655645326672
26100,30563,Cl.O=C(NC1CCC=2C(F)=CC=CC21)C3(CCNCC3)C=4C=CC=CC4,Z1450144326,374.88,338.419,2.877,-3.97,2,2,41.13,3,https://real.enamine.net/public-enum-files/Z1450144326,<rdkit.Chem.rdchem.Mol object at 0x30e620ba0>,0.860166514861664
26101,30564,Cl.NC1(CCCCC1)C(=O)N2CCN(CC2)C(=O)CC3=CC=CC=C3F,Z1450181574,383.888,347.428,2.658,-4.449,1,3,66.64,3,https://real.enamine.net/public-enum-files/Z1450181574,<rdkit.Chem.rdchem.Mol object at 0x30e620c10>,0.8689509618498156
26102,30565,CC1C=2C=CC=CC2CCN1S(=O)(=O)C=3C=NN(C3)CC(F)F,Z1744485910,341.378,341.378,2.765,-2.712,0,3,55.2,4,https://real.enamine.net/public-enum-files/Z1744485910,<rdkit.Chem.rdchem.Mol object at 0x30e620c80>,0.8583192164919169
26104,30567,CC1CC(CN1C(=O)[C@@H]2CCCN2)C=3C=CC(F)=CC3,Z2242899646,276.35,276.35,2.413,-2.78,1,2,32.34,3,https://real.enamine.net/public-enum-files/Z2242899646,<rdkit.Chem.rdchem.Mol object at 0x30e620d60>,0.8985481668814098
26105,30568,CN1CCN(CC1)S(=O)(=O)C=2C=NN(C2)CC(F)F,Z1744184212,294.323,294.323,0.7,-0.35,0,4,58.44,4,https://real.enamine.net/public-enum-files/Z1744184212,<rdkit.Chem.rdchem.Mol object at 0x30e620dd0>,0.7892208151342389
26106,30569,O=S(=O)(C1COC1)N2CCOC(C2)C=3C=CC=CC3F,Z1855879196,301.335,301.335,2.007,-2.789,0,4,55.84,3,https://real.enamine.net/public-enum-files/Z1855879196,<rdkit.Chem.rdchem.Mol object at 0x30e620e40>,0.8331752118105369
26107,30570,O=S(=O)(C1COC1)N2CCOC(C2)C=3C=CC=C(Cl)C3,Z1855980385,317.79,317.79,2.577,-3.242,0,4,55.84,3,https://real.enamine.net/public-enum-files/Z1855980385,<rdkit.Chem.rdchem.Mol object at 0x30e620eb0>,0.8463155207399584
26108,30571,O=C(C1=NOC=2CCCCCC12)N3CCCCC4CCCCC43,Z1766604786,316.439,316.439,3.959,-4.74,0,2,46.34,2,https://real.enamine.net/public-enum-files/Z1766604786,<rdkit.Chem.rdchem.Mol object at 0x30e620f20>,0.7319038465391302
26109,30572,O=S(=O)(C1=CC=C2N=CC=CC2=C1)N3CCC(O)(CC3)C(F)F,Z1744963564,342.363,342.363,1.007,-3.495,1,4,70.5,3,https://real.enamine.net/public-enum-files/Z1744963564,<rdkit.Chem.rdchem.Mol object at 0x30e620f90>,0.9263440588285524
26110,30573,O=S(=O)(CC=1C=C(Cl)C=CC1F)N[C@H]2CCCC[C@@H]2O,Z1745021014,321.797,321.797,2.636,-3.463,2,3,66.4,4,https://real.enamine.net/public-enum-files/Z1745021014,<rdkit.Chem.rdchem.Mol object at 0x30e621000>,0.8931613982608517
26111,30574,Cl.CC1=NC(CC2CCCN(C2)C(=O)C3CC4CCCCC4N3)=NO1,Z1450297734,368.902,332.441,1.512,-3.023,1,4,71.26,4,https://real.enamine.net/public-enum-files/Z1450297734,<rdkit.Chem.rdchem.Mol object at 0x30e621070>,0.8870456467230995
26112,30575,CC(C)N1C(=NC2=C1C(=O)NC(=O)N2C)N3CCNCC3,Z1347815321,292.338,292.338,0.148,-2.38,2,5,82.5,2,https://real.enamine.net/public-enum-files/Z1347815321,<rdkit.Chem.rdchem.Mol object at 0x30e6210e0>,0.7725642706771303
26113,30576,CC1=CC=C(O1)C2=CC=C(S2)C(=O)NC=3C=C4CCC(=O)NC4=CC3F,Z1745333047,370.399,370.399,3.409,-5.276,2,2,71.34,3,https://real.enamine.net/public-enum-files/Z1745333047,<rdkit.Chem.rdchem.Mol object at 0x30e621150>,0.7081408979228792
26114,30577,COC=1C=CC(=CC1)N2N=NC(C(=O)N3CC(C)(C)OC4=CC=CC=C43)=C2C,Z1454065910,378.425,378.425,3.696,-4.779,0,5,69.48,3,https://real.enamine.net/public-enum-files/Z1454065910,<rdkit.Chem.rdchem.Mol object at 0x30e6211c0>,0.6986216898592452
26115,30578,O=C(C1=CNN=N1)N2CCN(CC2)C=3C=C(F)C=CC3F,Z1349021070,293.273,293.273,1.179,-3.024,1,4,65.12,3,https://real.enamine.net/public-enum-files/Z1349021070,<rdkit.Chem.rdchem.Mol object at 0x30e621230>,0.8984684353577217
26116,30579,CC1=CC=CN2C=C(CC(=O)N3CCC=4C=CN=C(O)C4C3)N=C12,Z1862861052,322.362,322.362,1.462,-2.521,1,4,70.73,3,https://real.enamine.net/public-enum-files/Z1862861052,<rdkit.Chem.rdchem.Mol object at 0x30e6212a0>,0.7817713650236615
26117,30580,COC=1C=C(C)C(=CC1OC)C(=O)N2CCC(CN)CC2,Z2242902788,292.374,292.374,0.829,-2.681,1,4,64.79,5,https://real.enamine.net/public-enum-files/Z2242902788,<rdkit.Chem.rdchem.Mol object at 0x30e621310>,0.9191468284512136
26118,30581,COC=1C=CC=C2C=C(OC12)C(=O)N3CCCC3CO,Z1747831792,275.3,275.3,1.503,-3.33,1,3,62.91,4,https://real.enamine.net/public-enum-files/Z1747831792,<rdkit.Chem.rdchem.Mol object at 0x30e621380>,0.930721056025677
26119,30582,N[C@@H]1CCN(C1)C(=O)C=2C=CC=NC2N3CCN(CC=4C=CC(Cl)=CC4)CC3,Z2353510667,399.918,399.918,2.159,-3.86,1,5,65.7,4,https://real.enamine.net/public-enum-files/Z2353510667,<rdkit.Chem.rdchem.Mol object at 0x30e6213f0>,0.8535595308039817
26120,30583,Cl.Cl.CNC1CCN(C1)C(=O)C=2C=CC(=CC2)N3C=NC4=CC=CC=C43,Z1455844145,393.31,320.389,2.146,-5.008,1,3,50.16,3,https://real.enamine.net/public-enum-files/Z1455844145,<rdkit.Chem.rdchem.Mol object at 0x30e621460>,0.7430788796470486
26121,30584,NC1CCCN(C1)C(=O)C2=CC=3C=C(F)C=CC3S2,Z2242905606,278.347,278.347,2.144,-4.19,1,2,46.33,2,https://real.enamine.net/public-enum-files/Z2242905606,<rdkit.Chem.rdchem.Mol object at 0x30e6214d0>,0.8712596466300356
26122,30585,NCCNC(=O)C1CCCN1C(=O)C=2C=CC=CC2,Z2439798485,261.32,261.32,0.357,-2.472,2,3,75.43,6,https://real.enamine.net/public-enum-files/Z2439798485,<rdkit.Chem.rdchem.Mol object at 0x30e621540>,0.8217433239809521
26123,30586,CCC(OC=1C=CC=CC1Cl)C(=O)N2CCCC(N)C2,Z2242905878,296.793,296.793,2.822,-3.84,1,3,55.56,5,https://real.enamine.net/public-enum-files/Z2242905878,<rdkit.Chem.rdchem.Mol object at 0x30e6215b0>,0.9283332270471484
26124,30587,CNCC1CCCN(C1)C(=O)C2(CC2)C=3C=CC=CC3C,Z2242906296,286.413,286.413,1.82,-2.59,1,2,32.34,5,https://real.enamine.net/public-enum-files/Z2242906296,<rdkit.Chem.rdchem.Mol object at 0x30e621620>,0.9220514293801122
26125,30588,NC1CCCN(C1)C(=O)C=2C=CC=3SC=CC3C2,Z2242906358,260.356,260.356,1.944,-3.656,1,2,46.33,2,https://real.enamine.net/public-enum-files/Z2242906358,<rdkit.Chem.rdchem.Mol object at 0x30e621690>,0.8558465144019949
26126,30589,CNCC1CCCN(C1)C(=O)C=2C=NC=NC2C(C)C,Z2242906502,276.378,276.378,-0.051,-2.09,1,4,58.12,5,https://real.enamine.net/public-enum-files/Z2242906502,<rdkit.Chem.rdchem.Mol object at 0x30e621700>,0.9086061193914976
26127,30591,CC(N)C1CCN(CC1)C(=O)C=2C=CC=C(C2)N3CCCNC3=O,Z2440172276,330.425,330.425,0.392,-2.966,2,3,78.67,4,https://real.enamine.net/public-enum-files/Z2440172276,<rdkit.Chem.rdchem.Mol object at 0x30e621770>,0.8869402344862718
26128,30592,NCC1CCCCN1C(=O)CC=2C=CC=CC2C(F)(F)F,Z2242907400,300.32,300.32,2.785,-3.02,1,2,46.33,5,https://real.enamine.net/public-enum-files/Z2242907400,<rdkit.Chem.rdchem.Mol object at 0x30e6217e0>,0.9323768572647811
26129,30593,COC=1C=CC=C(C1)C2CC2C(=O)N3CCNCC3C,Z2242907584,274.359,274.359,1.753,-2.111,1,3,41.57,4,https://real.enamine.net/public-enum-files/Z2242907584,<rdkit.Chem.rdchem.Mol object at 0x30e621850>,0.9104247369664888
26130,30594,CCN1CCN(CC1)C=2C=CC(=CC2)C(=O)N3CCNCC3C,Z2357412481,316.442,316.442,2.134,-2.13,1,4,38.82,3,https://real.enamine.net/public-enum-files/Z2357412481,<rdkit.Chem.rdchem.Mol object at 0x30e6218c0>,0.91123179932801
26131,30595,Cl.CC1CNCCN1C(=O)C2CC2C=3C=CC=C(Cl)C3,Z1456513448,315.238,278.777,2.547,-3.433,1,2,32.34,3,https://real.enamine.net/public-enum-files/Z1456513448,<rdkit.Chem.rdchem.Mol object at 0x30e621930>,0.9099491835441196
26132,30596,CC1=NC(=C(CC(=O)N2CCC(N)C2)S1)C=3C=CC(C)=CC3,Z2373839592,315.435,315.435,1.864,-3.641,1,3,59.22,4,https://real.enamine.net/public-enum-files/Z2373839592,<rdkit.Chem.rdchem.Mol object at 0x30e6219a0>,0.9466346465015596
26133,30597,O=C(O)C(F)(F)F.COC=1C=CC=C(C1)C2CC2C(=O)N3CCC(CN)C3,Z9251354082,388.382,274.359,0.115,-3.244,1,3,55.56,5,https://real.enamine.net/public-enum-files/Z9251354082,<rdkit.Chem.rdchem.Mol object at 0x30e621a10>,0.8253080471132944
26134,30598,Cl.NC1CCN(C1)C(=O)C2(CC2)C=3C=CC=C(C3)C(F)(F)F,Z1456615908,334.765,298.304,1.951,-3.583,1,2,46.33,4,https://real.enamine.net/public-enum-files/Z1456615908,<rdkit.Chem.rdchem.Mol object at 0x30e621a80>,0.9036224489588576
26135,30599,NC1CCN(C1)C(=O)C2=CC(F)=CC(=C2)C(F)(F)F,Z2242910805,276.231,276.231,1.442,-3.5,1,2,46.33,3,https://real.enamine.net/public-enum-files/Z2242910805,<rdkit.Chem.rdchem.Mol object at 0x30e621af0>,0.7975869212767427
26136,30600,CC(N)C1CCCN(C1)C(=O)C=2C=CC(=CC2)CN3CCOCC3,Z2379089072,331.453,331.453,0.488,-2.438,1,4,58.8,5,https://real.enamine.net/public-enum-files/Z2379089072,<rdkit.Chem.rdchem.Mol object at 0x30e621b60>,0.912561106804266
26137,30601,CC1CCCN(C(=O)C2=CC(=CN2C)C(N)=O)C1CN,Z2242911674,278.351,278.351,0.04,-1.686,2,3,94.35,4,https://real.enamine.net/public-enum-files/Z2242911674,<rdkit.Chem.rdchem.Mol object at 0x30e621bd0>,0.8334986476598248
26138,30602,CCN1CCN(CC1)C=2C=CC(=CC2)C(=O)N3CCCC(C)C3CN,Z2417881026,344.495,344.495,2.811,-3.11,1,4,52.81,5,https://real.enamine.net/public-enum-files/Z2417881026,<rdkit.Chem.rdchem.Mol object at 0x30e621c40>,0.9079789755611762
26139,30603,CC=1C=CC=2C=CC=C(C(=O)N3CCCC(C)C3CN)C2N1,Z2429426599,297.396,297.396,2.637,-3.685,1,3,59.22,3,https://real.enamine.net/public-enum-files/Z2429426599,<rdkit.Chem.rdchem.Mol object at 0x30e621cb0>,0.9269291079845092
26140,30604,CC(N)C1CCCN(C1)C(=O)C=2C=C(NN2)C=3C=CC(F)=CC3,Z2242912444,316.374,316.374,1.736,-3.981,2,3,75.01,4,https://real.enamine.net/public-enum-files/Z2242912444,<rdkit.Chem.rdchem.Mol object at 0x30e621d20>,0.9129042758313312
26141,30605,COC=1C=CC=C2C(C)=C(OC12)C(=O)N(C)C3CCNC3,Z2242912942,288.342,288.342,1.919,-3.117,1,3,54.71,4,https://real.enamine.net/public-enum-files/Z2242912942,<rdkit.Chem.rdchem.Mol object at 0x30e621d90>,0.9403188160418968
26142,30606,Cl.CC=1C=C(F)C(=CC1F)C(=O)N2CCNC(C)C2,Z1457274017,290.737,254.276,2.164,-3.51,1,2,32.34,2,https://real.enamine.net/public-enum-files/Z1457274017,<rdkit.Chem.rdchem.Mol object at 0x30e621e00>,0.8592634943920793
26143,30607,Cl.CC1CN(CCN1)C(=O)C=2C=CN(N2)C=3C(F)=CC=CC3F,Z1457285742,342.772,306.311,1.92,-3.522,1,3,50.16,3,https://real.enamine.net/public-enum-files/Z1457285742,<rdkit.Chem.rdchem.Mol object at 0x30e621e70>,0.9079644481007364
26144,30608,CC1CN(CCN1)C(=O)C=2C=C(C(N)=O)N(N2)C=3C=CC=CC3,Z2242913630,313.355,313.355,0.318,-2.806,2,4,93.25,4,https://real.enamine.net/public-enum-files/Z2242913630,<rdkit.Chem.rdchem.Mol object at 0x30e621ee0>,0.8578312295520566
26145,30610,CNCC1CCN(C1)C(=O)C=2C=C(C)N(N2)C=3C=CC=CC3,Z2242915366,298.384,298.384,0.631,-2.513,1,3,50.16,5,https://real.enamine.net/public-enum-files/Z2242915366,<rdkit.Chem.rdchem.Mol object at 0x30e621f50>,0.9371604930303444
26146,30611,Cl.CNCC1CCN(C1)C(=O)C2CC2C=3C=CC(Cl)=C(Cl)C3,Z1457024176,363.709,327.249,1.648,-4.145,1,2,32.34,5,https://real.enamine.net/public-enum-files/Z1457024176,<rdkit.Chem.rdchem.Mol object at 0x30e621fc0>,0.8864316022956283
26147,30612,CNCC1CCN(C1)C(=O)C=2C=CC=CC2CCC=3C=CC=CC3,Z2242915555,322.445,322.445,2.465,-4.45,1,2,32.34,7,https://real.enamine.net/public-enum-files/Z2242915555,<rdkit.Chem.rdchem.Mol object at 0x30e622030>,0.8859075535576908
26148,30613,CNCC1CCN(CC1)C(=O)C=2C=C(C)N(N2)C=3C=CC(Br)=CC3,Z2242915959,391.306,391.306,2.063,-3.564,1,3,50.16,5,https://real.enamine.net/public-enum-files/Z2242915959,<rdkit.Chem.rdchem.Mol object at 0x30e6220a0>,0.8719974462331358
26149,30614,COC(=O)C1CC=2C=CC=CC2N1C(=O)C=3C=C(ON3)C4=CC=CN=C4,Z1128454584,349.341,349.341,1.638,-4.0,0,4,85.53,4,https://real.enamine.net/public-enum-files/Z1128454584,<rdkit.Chem.rdchem.Mol object at 0x30e622110>,0.6754438475910741
26150,30617,O=C(C=1C=CN=CC1)N2CCN(CC2)C(=O)C34CC5CC(CC(C5)C4)C3,Z131915172,353.459,353.459,1.911,-4.706,0,3,53.51,2,https://real.enamine.net/public-enum-files/Z131915172,<rdkit.Chem.rdchem.Mol object at 0x30e622180>,0.8211141134742113
26151,30618,O=C(C=1C=CC=C2NC(=O)COC12)N3CCCC(C3)N4C=CN=C4,Z1129055555,326.351,326.351,0.238,-2.76,1,4,76.46,3,https://real.enamine.net/public-enum-files/Z1129055555,<rdkit.Chem.rdchem.Mol object at 0x30e6221f0>,0.911019437550706
26152,30619,CC(=O)N(C1CCC1)C2CCCN(CC2)C(=O)C3=CN=CC(O)=C3,Z1761404725,331.41,331.41,0.415,-2.04,1,4,73.74,5,https://real.enamine.net/public-enum-files/Z1761404725,<rdkit.Chem.rdchem.Mol object at 0x30e622260>,0.9211734406485254
26153,30620,CC=1N=C(C=CC1C(=O)N(C)C2CCC=3C=CC=CC32)C=4C=CC=CC4,Z272463180,342.435,342.435,4.705,-5.215,0,2,33.2,3,https://real.enamine.net/public-enum-files/Z272463180,<rdkit.Chem.rdchem.Mol object at 0x30e6222d0>,0.683768060376259
26154,30621,O=C(NC1CCN(CC1)C2CC2)C=3C=CC(=CC3)CN4CCCCC4,Z295287934,341.491,341.491,2.27,-2.507,1,3,35.58,6,https://real.enamine.net/public-enum-files/Z295287934,<rdkit.Chem.rdchem.Mol object at 0x30e622340>,0.8940957758910383
26155,30622,COC=1C=CC=2NC=C(C3=CCN(CC(=O)NC4CC4)CC3)C2C1,Z649876608,325.406,325.406,2.435,-3.206,2,3,57.36,6,https://real.enamine.net/public-enum-files/Z649876608,<rdkit.Chem.rdchem.Mol object at 0x30e6223b0>,0.8880971462773083
26156,30624,CC(=O)NC=1C=CC(=CC1)S(=O)(=O)N(CC=2C=CC(=CC2)C(C)C)C3CC3,Z133796160,386.51,386.51,4.595,-5.21,1,3,66.48,6,https://real.enamine.net/public-enum-files/Z133796160,<rdkit.Chem.rdchem.Mol object at 0x30e622420>,0.7782399024299319
26159,30627,CC(C)CC=1C=CC(=CC1)CC(=O)N2CCC(CC2)N3CCCC3=O,Z1129781319,342.476,342.476,2.395,-4.518,0,2,40.62,6,https://real.enamine.net/public-enum-files/Z1129781319,<rdkit.Chem.rdchem.Mol object at 0x30e622570>,0.8251097125077801
26160,30628,CN(C)C(=O)C1CCN(CC1)C(C(=O)NC2CC2)C=3C=CC=CC3,Z90218856,329.437,329.437,0.744,-2.044,1,3,52.65,7,https://real.enamine.net/public-enum-files/Z90218856,<rdkit.Chem.rdchem.Mol object at 0x30e6225e0>,0.8962244384277803
