,SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL,mol,QED
38973,CCN1N=C(C)C(NC(=O)C=2C=NN(C2)C=3C=CC=CC3C)=C1C,Z1267459605,323.393,323.393,1.637,-2.51,1,3,64.74,5,https://real.enamine.net/public-enum-files/Z1267459605,<rdkit.Chem.rdchem.Mol object at 0x31ce6f990>,0.8012241548905216
38974,CC(C)C1=CC(=NN1C=2C=CC=CC2)C(=O)NC=3C=CC=C(C3)C(N)=O,Z1471050241,348.399,348.399,2.926,-5.012,2,3,90.01,5,https://real.enamine.net/public-enum-files/Z1471050241,<rdkit.Chem.rdchem.Mol object at 0x31ce6fa00>,0.7407292059509413
38975,CN1C=CN=C1CCNC(=O)C(=O)NC=2C=CC(=CC2)OC=3C=CC=C(F)C3,Z1237824320,382.389,382.389,1.804,-3.76,2,3,85.25,9,https://real.enamine.net/public-enum-files/Z1237824320,<rdkit.Chem.rdchem.Mol object at 0x31ce6fa70>,0.6421095879770851
38976,CN1CCN(CC2=CSC(=N2)C=3C=CC=CN3)C=4C=CC=CC41,Z1299206802,322.429,322.429,3.638,-3.64,0,4,32.26,3,https://real.enamine.net/public-enum-files/Z1299206802,<rdkit.Chem.rdchem.Mol object at 0x31ce6fae0>,0.7364611934861569
38977,CCC=1C=CC(CC)=C(C1)NC(=O)C2=CSC(=N2)C=3N=CC=CN3,Z1366913869,338.429,338.429,3.218,-5.4,1,4,67.77,6,https://real.enamine.net/public-enum-files/Z1366913869,<rdkit.Chem.rdchem.Mol object at 0x31ce6fb50>,0.7639503223010875
38978,N#CC=1C=CC=CC1OCC(=O)NC2=C3CCCC3=NN2C=4C=CC=CC4,Z108559008,358.394,358.394,3.45,-4.983,1,4,79.94,5,https://real.enamine.net/public-enum-files/Z108559008,<rdkit.Chem.rdchem.Mol object at 0x31ce6fbc0>,0.7591489926859327
38979,COC(=O)C=1C=CC(F)=C(C1)NC(=O)C2=CC(=NO2)C=3C=CC=4OCCC4C3,Z1465514778,382.343,382.343,3.282,-5.329,1,4,90.66,5,https://real.enamine.net/public-enum-files/Z1465514778,<rdkit.Chem.rdchem.Mol object at 0x31ce6fc30>,0.6952587902079396
38980,COC=1C=C(Cl)C(C)=CC1NC(=O)C=2C=CC=C(N2)N3C=CC=N3,Z1233302997,342.78,342.78,3.286,-4.668,1,4,69.04,5,https://real.enamine.net/public-enum-files/Z1233302997,<rdkit.Chem.rdchem.Mol object at 0x31ce6fca0>,0.7876113342837241
38981,COCCOC=1C=CC=C(C1)NC(=O)C=2C=NN(C2)C=3C=CC=CC3C,Z1183507120,351.4,351.4,3.456,-3.809,1,4,65.38,7,https://real.enamine.net/public-enum-files/Z1183507120,<rdkit.Chem.rdchem.Mol object at 0x31ce6fd10>,0.6622221204972685
38982,CC=1C=CC(C)=C(C1)NCC2=NC=C(O2)C=3C=CC(C#N)=CC3,Z1262431573,303.359,303.359,3.336,-4.63,1,3,61.85,4,https://real.enamine.net/public-enum-files/Z1262431573,<rdkit.Chem.rdchem.Mol object at 0x31ce6fd80>,0.773543329210344
38983,CC(C)C1=CC(=NN1C=2C=CC=CN2)C(=O)NC3=CC=C(F)C(F)=C3F,Z1478451447,360.334,360.334,2.78,-5.47,1,3,59.81,4,https://real.enamine.net/public-enum-files/Z1478451447,<rdkit.Chem.rdchem.Mol object at 0x31ce6fdf0>,0.714005141577061
38984,COC=1C=CC(=CC1)N2C=CC(=N2)C(=O)NC=3C=CC(=CC3F)C(N)=O,Z1311047663,354.336,354.336,1.277,-4.289,2,4,99.24,5,https://real.enamine.net/public-enum-files/Z1311047663,<rdkit.Chem.rdchem.Mol object at 0x31ce6fe60>,0.7346291969888002
38985,CC1=C(NC(=O)C=2C=CC(=NC2)C(C)C)C(=O)N(C=3C=CC=CC3)N1C,Z1470966120,350.415,350.415,1.554,-3.354,1,4,65.54,4,https://real.enamine.net/public-enum-files/Z1470966120,<rdkit.Chem.rdchem.Mol object at 0x31ce6fed0>,0.7851507442059235
38986,CC=1C=CC=CC1C2=NC(CNC=3C=C(C=CC3Cl)CS(C)=O)=NO2,Z1419721862,375.874,375.874,2.001,-4.658,1,4,68.02,6,https://real.enamine.net/public-enum-files/Z1419721862,<rdkit.Chem.rdchem.Mol object at 0x31ce6ff40>,0.6992164394813514
38987,CC1=C(NC(=O)C=2C=CC(=CC2)S(=O)C(C)C)C(=O)N(C=3C=CC=CC3)N1C,Z1255548091,397.493,397.493,0.913,-4.32,1,4,69.72,5,https://real.enamine.net/public-enum-files/Z1255548091,<rdkit.Chem.rdchem.Mol object at 0x31ce70040>,0.7182267291920044
38988,O=C1CCC=2C=C(NCC3=NC(=NO3)C=4C=CC(F)=C(F)C4)C(F)=CC2N1,Z1743050488,374.317,374.317,2.436,-4.706,2,4,80.05,4,https://real.enamine.net/public-enum-files/Z1743050488,<rdkit.Chem.rdchem.Mol object at 0x31ce700b0>,0.7287341485588903
38989,CC1=NC(=NN1C=2C=CC=CC2Cl)C(=O)NC3=CN(C)C(=O)N(C)C3=O,Z1250516349,374.782,374.782,1.433,-2.42,1,5,100.43,3,https://real.enamine.net/public-enum-files/Z1250516349,<rdkit.Chem.rdchem.Mol object at 0x31ce70120>,0.7324612666171539
38990,CC=1C=CC(=NC1)N(C(=O)C2CCN(CC2)C3CC3)C4CCCCC4,Z1899900449,341.491,341.491,2.522,-3.23,0,3,36.44,5,https://real.enamine.net/public-enum-files/Z1899900449,<rdkit.Chem.rdchem.Mol object at 0x31ce70190>,0.8324067842629845
38991,CC=1C=CC(=NC1)N(C(=O)C=2C=NN(C2)C=3C=CC=CC3)C4CCCCC4,Z1155274021,360.453,360.453,3.752,-4.915,0,3,51.02,4,https://real.enamine.net/public-enum-files/Z1155274021,<rdkit.Chem.rdchem.Mol object at 0x31ce70200>,0.685456670385224
38992,CC(CNC(=O)NC=1C=CC=C(C1)OC=2C=CC(C#N)=CN2)CC3=CC=CS3,Z1278013212,392.476,392.476,3.851,-5.67,2,3,87.04,7,https://real.enamine.net/public-enum-files/Z1278013212,<rdkit.Chem.rdchem.Mol object at 0x31ce70270>,0.6041081505533232
38993,C1=CC(=CS1)C2=NOC(CN3CCC=4C=CC=CC43)=N2,Z103731504,283.35,283.35,3.467,-3.884,0,3,42.16,3,https://real.enamine.net/public-enum-files/Z103731504,<rdkit.Chem.rdchem.Mol object at 0x31ce702e0>,0.7388920873122498
38994,O=C(NCCN1C=CC=N1)C(=O)NC=2C=CC(=CC2)OC3=CC=CC(Cl)=C3,Z1290034685,384.817,384.817,3.262,-4.639,2,3,85.25,9,https://real.enamine.net/public-enum-files/Z1290034685,<rdkit.Chem.rdchem.Mol object at 0x31ce70350>,0.6394081963993079
38995,CN(C(=O)COC=1C=CC=2CCCCC2C1)C=3N=CC=CC3F,Z1466198852,314.355,314.355,3.015,-5.144,0,3,42.43,5,https://real.enamine.net/public-enum-files/Z1466198852,<rdkit.Chem.rdchem.Mol object at 0x31ce703c0>,0.8704775530364629
38996,CC=1C=C(F)C=C2CCCN(C(=O)C3=CN=C(S3)C=4C=CC=CN4)C12,Z1161008227,353.415,353.415,3.293,-4.88,0,3,46.09,3,https://real.enamine.net/public-enum-files/Z1161008227,<rdkit.Chem.rdchem.Mol object at 0x31ce70430>,0.6919769503378744
38997,N#CC=1C=CC(=CC1)NC(=O)C=2N=C(C3CC3)N(N2)C=4C=CC=CC4Cl,Z970313126,363.801,363.801,3.706,-4.759,1,4,83.6,4,https://real.enamine.net/public-enum-files/Z970313126,<rdkit.Chem.rdchem.Mol object at 0x31ce704a0>,0.7609326038980057
38998,CC1=NN(C=C1C(=O)NC=2C=CC(Cl)=C(C2)CS(C)=O)C=3C=CC=CC3,Z1211595469,387.885,387.885,2.05,-3.952,1,3,63.99,5,https://real.enamine.net/public-enum-files/Z1211595469,<rdkit.Chem.rdchem.Mol object at 0x31ce70510>,0.7200986777650411
39000,CN(CC1=NC=2C=CC=CC2N1)CC=3C=CC=C(F)C3,Z103854512,269.317,269.317,3.31,-3.591,1,2,31.92,4,https://real.enamine.net/public-enum-files/Z103854512,<rdkit.Chem.rdchem.Mol object at 0x31ce705f0>,0.7874797473702236
39001,CCN(C(=O)C1=CC(=C(C)S1)C=2C=CC(F)=CC2)C=3C=CC=NC3,Z1390086992,340.416,340.416,3.421,-5.895,0,2,33.2,5,https://real.enamine.net/public-enum-files/Z1390086992,<rdkit.Chem.rdchem.Mol object at 0x31ce70660>,0.6749316582070266
39002,CC=1C=CC=C(Cl)C1NC(=O)C=2C=CC=C(C2)N3C=NN=N3,Z1310947692,313.742,313.742,2.07,-4.72,1,4,72.7,4,https://real.enamine.net/public-enum-files/Z1310947692,<rdkit.Chem.rdchem.Mol object at 0x31ce706d0>,0.8066626425027263
39003,CCN1C(=NN=C1C=2C=CC=CC2)SC=3N=CN=C4CCCCC34,Z1431940609,337.444,337.444,3.702,-6.34,0,4,56.49,4,https://real.enamine.net/public-enum-files/Z1431940609,<rdkit.Chem.rdchem.Mol object at 0x31ce70740>,0.6781096136917578
39004,C=CCNC(=O)C=1C=CC=CC1NCC2=NC=C(O2)C=3C=CC=CC3Cl,Z1310664621,367.829,367.829,3.584,-5.15,2,3,67.16,7,https://real.enamine.net/public-enum-files/Z1310664621,<rdkit.Chem.rdchem.Mol object at 0x31ce707b0>,0.6022108708586529
39005,CC(C)CN1N=CC(C(=O)NC2COC3=C(Cl)C=CC=C32)=C1C4CC4,Z1563808400,359.85,359.85,3.521,-4.49,1,3,56.15,6,https://real.enamine.net/public-enum-files/Z1563808400,<rdkit.Chem.rdchem.Mol object at 0x31ce70820>,0.8794166510326776
39006,O=C(NC=1C=C(Cl)C=CC1Cl)C=2N=CN(N2)C=3C=CC=CC3,Z1563853710,333.172,333.172,3.299,-5.084,1,3,59.81,4,https://real.enamine.net/public-enum-files/Z1563853710,<rdkit.Chem.rdchem.Mol object at 0x31ce70890>,0.7924568490068004
39007,ClC=1C=CC=CC1C2=NN=C(CN3CCCC=4C=CC=CC43)O2,Z103700850,325.792,325.792,3.782,-5.23,0,3,42.16,3,https://real.enamine.net/public-enum-files/Z103700850,<rdkit.Chem.rdchem.Mol object at 0x31ce70900>,0.7179477821790248
39008,CC=1C=C(C#N)C=CC1N(C(=O)C=2C=CN(N2)C3=CC=CC(F)=C3)C4CC4,Z1250507046,360.385,360.385,2.988,-5.2,0,3,61.92,4,https://real.enamine.net/public-enum-files/Z1250507046,<rdkit.Chem.rdchem.Mol object at 0x31ce70970>,0.7064058625389549
39009,CC1=CN(N=C1NC(=O)C=2C=CC(=CC2)N3CCNC3=O)C=4C=CC=CC4Cl,Z1567358231,395.843,395.843,2.415,-5.35,2,3,79.26,4,https://real.enamine.net/public-enum-files/Z1567358231,<rdkit.Chem.rdchem.Mol object at 0x31ce709e0>,0.7077323828597595
39010,COC(=O)C=1C=C(F)C(C)=C(C1)NC(=O)C=2OC(=NC2C)C=3C=CC=CC3,Z1314111113,368.359,368.359,3.257,-5.42,1,3,81.43,6,https://real.enamine.net/public-enum-files/Z1314111113,<rdkit.Chem.rdchem.Mol object at 0x31ce70a50>,0.7002405816419045
39012,COC=1C=CC(=CN1)NC(=O)C=2C=NN(C2C)C3=CC=CC(Br)=C3,Z1139846252,387.231,387.231,3.846,-4.129,1,4,69.04,5,https://real.enamine.net/public-enum-files/Z1139846252,<rdkit.Chem.rdchem.Mol object at 0x31ce70b30>,0.7429504018037306
39014,CN1CCN(CC=2C=C(ON2)C3=CC=CO3)C=4C=CC=CC41,Z1176701401,295.337,295.337,3.859,-3.363,0,3,45.65,3,https://real.enamine.net/public-enum-files/Z1176701401,<rdkit.Chem.rdchem.Mol object at 0x31ce70c10>,0.7408648006227789
39015,CC=1C=NN(C1)CCNC(=O)C(=O)NC=2C=CC(=CC2)OC=3C=CC=C(F)C3,Z1227418879,382.389,382.389,2.961,-4.372,2,3,85.25,7,https://real.enamine.net/public-enum-files/Z1227418879,<rdkit.Chem.rdchem.Mol object at 0x31ce70c80>,0.6422287822181274
39016,COC(=O)C=1C=CC(=NC1)C(=O)NC=2C=NN(C2C)C=3C=CC=CC3F,Z1474413376,354.336,354.336,2.258,-3.339,1,4,86.11,5,https://real.enamine.net/public-enum-files/Z1474413376,<rdkit.Chem.rdchem.Mol object at 0x31ce70cf0>,0.7282672335847794
39017,O=C(NC=1C=CC=C(Cl)C1Cl)C=2C=CC=3N=CC=CC3C2,Z915483866,317.169,317.169,3.673,-5.64,1,2,41.99,3,https://real.enamine.net/public-enum-files/Z915483866,<rdkit.Chem.rdchem.Mol object at 0x31ce70d60>,0.737883854590331
39018,CCC(CC)C(=O)N1CCC(CC1)C2=CNC=3C=CC(=CC23)OC,Z812187556,328.449,328.449,3.296,-4.638,1,2,45.33,6,https://real.enamine.net/public-enum-files/Z812187556,<rdkit.Chem.rdchem.Mol object at 0x31ce70dd0>,0.8882517783272302
39019,CC(C)COC1CCN(CC2=CC=CC=3CC(C)(C)OC23)CC1,Z1565753769,317.466,317.466,4.207,-3.384,0,3,21.7,5,https://real.enamine.net/public-enum-files/Z1565753769,<rdkit.Chem.rdchem.Mol object at 0x31ce70e40>,0.817980738906993
39020,COC=1C=CC(OC)=C(C1)C(C)NC=2C=CC(=NN2)N3C=CC(C)=N3,Z1343157570,339.393,339.393,2.996,-3.302,1,6,74.09,6,https://real.enamine.net/public-enum-files/Z1343157570,<rdkit.Chem.rdchem.Mol object at 0x31ce70eb0>,0.7434707371979246
39021,CC(C(=O)NC=1C=CC(Cl)=CC1)N2CCC(CC2)C3=NN=C4C=CC=CN34,Z106487046,383.875,383.875,3.132,-3.955,1,4,62.53,4,https://real.enamine.net/public-enum-files/Z106487046,<rdkit.Chem.rdchem.Mol object at 0x31ce70f20>,0.7474177326147938
39022,CSC=1C=CC=CC1NC(=O)C(C)N2CCC(CC2)C3=NN=C4C=CC=CN34,Z106487052,395.523,395.523,2.52,-3.965,1,4,62.53,5,https://real.enamine.net/public-enum-files/Z106487052,<rdkit.Chem.rdchem.Mol object at 0x31ce70f90>,0.6682403049713362
39023,CN(CC=1C=CC(=CC1)C=2C=CC=CC2C#N)C3CCN(C)C3=O,Z1241407530,319.401,319.401,2.901,-4.719,0,3,47.34,4,https://real.enamine.net/public-enum-files/Z1241407530,<rdkit.Chem.rdchem.Mol object at 0x31ce71000>,0.8703940249734009
39025,O=C(NC1=NC(=CS1)C=2C=CC=CC2)C3CC=4C=CC=CC4O3,Z108627642,322.383,322.383,3.897,-5.772,1,3,51.22,4,https://real.enamine.net/public-enum-files/Z108627642,<rdkit.Chem.rdchem.Mol object at 0x31ce710e0>,0.7987464904546715
39026,CCOC=1C=C(C)C=CC1NC(=O)C=2C=CC(=C(F)C2)N3C=CC=N3,Z1124039187,339.364,339.364,3.688,-4.71,1,3,56.15,6,https://real.enamine.net/public-enum-files/Z1124039187,<rdkit.Chem.rdchem.Mol object at 0x31ce71150>,0.7650772306433286
39027,CN(C=1C=CC=CC1)C2CCN(CC2)C(=O)C=3C=C(ON3)C4CC4,Z816721306,325.406,325.406,1.994,-3.571,0,3,49.58,5,https://real.enamine.net/public-enum-files/Z816721306,<rdkit.Chem.rdchem.Mol object at 0x31ce711c0>,0.8653325885023903
39028,CC(=O)NC1CCC(CC1)NCC2COC=3C=CC=CC3O2,Z1747211002,304.385,304.385,1.109,-2.906,2,4,59.59,5,https://real.enamine.net/public-enum-files/Z1747211002,<rdkit.Chem.rdchem.Mol object at 0x31ce71230>,0.8912857854417673
39029,N#CC=1C=CC(=NC1)OC2CCC(CC2)NC(=O)CN3N=C4C=CC=CN4C3=O,Z1567181045,392.412,392.412,1.627,-3.782,1,6,110.92,5,https://real.enamine.net/public-enum-files/Z1567181045,<rdkit.Chem.rdchem.Mol object at 0x31ce712a0>,0.6993113416996328
39030,CC(C(=O)NC1=NC=2C=CC=CC2S1)N3CC=C(CC3)C4=CN=CC(F)=C4,Z1567255301,382.456,382.456,3.68,-4.55,1,4,58.12,5,https://real.enamine.net/public-enum-files/Z1567255301,<rdkit.Chem.rdchem.Mol object at 0x31ce71310>,0.7423895449410136
39031,COC=1C=CC(=CC1)C(NC(=O)CN2CCCCC2=O)C=3C=CC(F)=CC3,Z818669006,370.418,370.418,2.934,-4.285,1,3,58.64,6,https://real.enamine.net/public-enum-files/Z818669006,<rdkit.Chem.rdchem.Mol object at 0x31ce71380>,0.8502751219301425
39032,O=C(C=1N=C(OC1C2CC2)C=3C=CC=CC3)N4CCOC5=CC=CC=C54,Z819041544,346.38,346.38,3.222,-5.6,0,3,55.57,3,https://real.enamine.net/public-enum-files/Z819041544,<rdkit.Chem.rdchem.Mol object at 0x31ce713f0>,0.7110080984802466
39033,COC=1C=CC(=CC1)C2=CSC(=N2)NC(=O)C=3OC=CC3C,Z118960522,314.361,314.361,3.34,-5.04,1,3,64.36,5,https://real.enamine.net/public-enum-files/Z118960522,<rdkit.Chem.rdchem.Mol object at 0x31ce71460>,0.7910551212169102
39034,O=C(CC1=NOC=2C=CC=CC12)NC=3C=CC=C(C3)C(=O)NC4CC4,Z119833752,335.357,335.357,1.659,-4.28,2,3,84.23,7,https://real.enamine.net/public-enum-files/Z119833752,<rdkit.Chem.rdchem.Mol object at 0x31ce714d0>,0.7507266830083111
39036,CC=1C=CC(=CC1Cl)N2N=C(C=CC2=O)C(=O)N3CCOC=4C=C(F)C=CC43,Z1228035489,399.803,399.803,2.694,-5.94,0,4,62.21,2,https://real.enamine.net/public-enum-files/Z1228035489,<rdkit.Chem.rdchem.Mol object at 0x31ce715b0>,0.6624005232898095
39037,CC(=O)N(C)C=1C=CC=CC1NC(=O)C=2C=CN(N2)C=3C=CC=C(Cl)C3,Z1228015157,368.817,368.817,2.818,-4.748,1,3,67.23,4,https://real.enamine.net/public-enum-files/Z1228015157,<rdkit.Chem.rdchem.Mol object at 0x31ce71620>,0.7619761474621961
39038,CN1CCN(C(=O)C=2C=CN(N2)C3=CC=CC=C3Cl)C=4C=CC=CC41,Z1173456437,352.818,352.818,3.845,-4.98,0,3,41.37,3,https://real.enamine.net/public-enum-files/Z1173456437,<rdkit.Chem.rdchem.Mol object at 0x31ce71690>,0.7069701664735911
39039,O=C(C1=CC(=NO1)C=2C=CC=C(Cl)C2)N(CC3CC3)C4=CC=CN=C4,Z1443303687,353.803,353.803,3.164,-4.92,0,3,59.23,6,https://real.enamine.net/public-enum-files/Z1443303687,<rdkit.Chem.rdchem.Mol object at 0x31ce71700>,0.6796733108423687
39040,CC=1C=C(C=CC1OC=2C=CC=NC2)NC(=O)C(=O)NCC(C)C=3C=CSC3,Z1312086226,395.477,395.477,3.093,-4.72,2,3,80.32,7,https://real.enamine.net/public-enum-files/Z1312086226,<rdkit.Chem.rdchem.Mol object at 0x31ce71770>,0.6159159248684666
39041,CS(=O)CC=1C=CC=C(C1)C2=NC(=NO2)C=3C=CC(=CC3)N4CCCCC4,Z1310710025,381.493,381.493,2.923,-5.053,0,4,59.23,5,https://real.enamine.net/public-enum-files/Z1310710025,<rdkit.Chem.rdchem.Mol object at 0x31ce717e0>,0.6603850773517175
39043,CCCC1=NC(=NN1C=2C=CC=CC2F)C(=O)NC3=CC=CN=C3OC,Z1264301447,355.367,355.367,3.214,-3.9,1,5,81.93,6,https://real.enamine.net/public-enum-files/Z1264301447,<rdkit.Chem.rdchem.Mol object at 0x31ce718c0>,0.7349387721577091
39045,CC(ON1N=NC=2C=CC(Cl)=CC21)C(=O)NC=3C=CC(F)=CC3F,Z134410230,352.724,352.724,3.315,-4.89,1,4,69.04,5,https://real.enamine.net/public-enum-files/Z134410230,<rdkit.Chem.rdchem.Mol object at 0x31ce719a0>,0.7836132031872849
39046,CC(=O)N(C)CC1=CC=CC(=C1)NCC2=CC=C(O2)C=3C=CC(F)=CC3C,Z1323598484,366.43,366.43,3.529,-5.52,1,2,45.48,7,https://real.enamine.net/public-enum-files/Z1323598484,<rdkit.Chem.rdchem.Mol object at 0x31ce71a10>,0.6688002808136417
39047,O=C(NCC=1C=CC=C(C1)CO)C=2C=CC=CC2C=3C=CC(=CC3)C(F)(F)F,Z1131763609,385.38,385.38,4.173,-6.275,2,2,49.33,6,https://real.enamine.net/public-enum-files/Z1131763609,<rdkit.Chem.rdchem.Mol object at 0x31ce71a80>,0.6632048976484467
39049,O=C(NC1CN(C1)C(=O)C=2C=C(ON2)C3CC3)C4CC4,Z1748090984,275.304,275.304,0.619,-2.264,1,3,75.44,6,https://real.enamine.net/public-enum-files/Z1748090984,<rdkit.Chem.rdchem.Mol object at 0x31ce71b60>,0.8856076715558905
39051,COC=1C=CC(=CN1)NC(C)C2=NN=C(O2)C=3C=CC(Cl)=CC3Cl,Z1407952818,365.214,365.214,3.481,-5.056,1,5,73.07,5,https://real.enamine.net/public-enum-files/Z1407952818,<rdkit.Chem.rdchem.Mol object at 0x31ce71c40>,0.7113102559893905
39052,O=C(COC=1C=CC(Cl)=CC1)N2CCC(CC2)N3C(=O)NC4=CC=CC=C43,Z126938620,385.845,385.845,3.31,-5.425,1,3,61.88,4,https://real.enamine.net/public-enum-files/Z126938620,<rdkit.Chem.rdchem.Mol object at 0x31ce71cb0>,0.7493474997329661
39053,CC(C)N1CCC(CCNC(=O)C=2C=C(ON2)C3=CC=CN=C3)C1,Z2227823699,328.41,328.41,1.816,-1.986,1,4,71.26,7,https://real.enamine.net/public-enum-files/Z2227823699,<rdkit.Chem.rdchem.Mol object at 0x31ce71d20>,0.8823090211777828
39054,CC=1C=CC=CC1C=2C=CC=C(C2)CNCC=3C=COC3,Z1135093298,277.361,277.361,3.931,-4.63,1,1,25.17,5,https://real.enamine.net/public-enum-files/Z1135093298,<rdkit.Chem.rdchem.Mol object at 0x31ce71d90>,0.740087170913597
39055,CC(C)C1=CC(=NO1)C(=O)N2CCC3(CC3C(=O)N4CCCCC4)CC2,Z1576459756,359.463,359.463,0.696,-2.891,0,3,66.65,3,https://real.enamine.net/public-enum-files/Z1576459756,<rdkit.Chem.rdchem.Mol object at 0x31ce71e00>,0.831827518407135
39056,Cl.O=C(NC1CCN(C1=O)C2=CC=C(Cl)C(Cl)=C2)C3CCCN3,Z1622983990,378.681,342.22,2.809,-4.928,2,3,61.44,4,https://real.enamine.net/public-enum-files/Z1622983990,<rdkit.Chem.rdchem.Mol object at 0x31ce71e70>,0.8487969475322455
39057,CC1=NC(=CS1)C=2C=CC=C(C2)C(=O)NC=3C(=O)N(C)C=CC3C,Z1411368210,339.413,339.413,1.729,-3.535,1,3,62.3,4,https://real.enamine.net/public-enum-files/Z1411368210,<rdkit.Chem.rdchem.Mol object at 0x31ce71ee0>,0.7954918878602413
39058,O=C(C=1C=CN(N1)C=2C=CC(Cl)=C(Cl)C2)N3CCOC=4C=CN=CC43,Z1348915548,375.209,375.209,3.003,-4.691,0,4,60.25,3,https://real.enamine.net/public-enum-files/Z1348915548,<rdkit.Chem.rdchem.Mol object at 0x31ce71f50>,0.6867020889499068
39062,CC(C(=O)N1CC=2C=CC=CC2C1)C(C)C(=O)N3CC=4C=CC=CC4C3,Z1839537689,348.439,348.439,1.96,-4.688,0,2,40.62,3,https://real.enamine.net/public-enum-files/Z1839537689,<rdkit.Chem.rdchem.Mol object at 0x31ce72110>,0.853469571560961
39063,COC(=O)CC=1C=CC=C(C1)NC(=O)C=2C=CN(N2)C=3C(F)=CC=CC3F,Z1433309843,371.338,371.338,3.108,-4.176,1,3,73.22,6,https://real.enamine.net/public-enum-files/Z1433309843,<rdkit.Chem.rdchem.Mol object at 0x31ce72180>,0.6996893196921026
39064,CC=1C=C(N2CCN(CC#CC=3C=CC(Cl)=CC3)CC2)N4N=CN=C4N1,Z1348468181,366.848,366.848,2.858,-5.182,0,5,49.56,4,https://real.enamine.net/public-enum-files/Z1348468181,<rdkit.Chem.rdchem.Mol object at 0x31ce721f0>,0.6510546116574967
39065,CCNC(=O)C=1C=CC(NCC2=NC=C(O2)C=3C=CC(C)=CC3)=C(C)C1,Z1310667614,349.427,349.427,3.458,-4.747,2,3,67.16,6,https://real.enamine.net/public-enum-files/Z1310667614,<rdkit.Chem.rdchem.Mol object at 0x31ce72260>,0.6953557853666966
39067,O=C(CN1C(=O)CCC=2C=CC=CC21)NC=3C=NC=CC3C=4C=CC=C(F)C4,Z1373919021,375.397,375.397,2.881,-5.334,1,3,62.3,4,https://real.enamine.net/public-enum-files/Z1373919021,<rdkit.Chem.rdchem.Mol object at 0x31ce72340>,0.7543713138045074
39068,CC1=NNC(C)=C1NC(=O)C=2C=CC=C(C2)N3C=CN=C3,Z1225002337,281.313,281.313,0.751,-2.806,2,3,75.6,4,https://real.enamine.net/public-enum-files/Z1225002337,<rdkit.Chem.rdchem.Mol object at 0x31ce723b0>,0.7739907542179132
39069,COC=1C=CC(C)=CC1N2C=CC(=N2)C(=O)NC=3C=CC=C4CCN(C(C)=O)C34,Z1391438401,390.436,390.436,2.792,-4.69,1,4,76.46,6,https://real.enamine.net/public-enum-files/Z1391438401,<rdkit.Chem.rdchem.Mol object at 0x31ce72420>,0.7412131738670571
39070,CC1=NC(=NN1C=2C=CC(Cl)=CC2)C(=O)NC3=CC=CC(COC(C)C)=C3C,Z1265085949,398.886,398.886,3.986,-4.57,1,4,69.04,6,https://real.enamine.net/public-enum-files/Z1265085949,<rdkit.Chem.rdchem.Mol object at 0x31ce72490>,0.6521100037544519
39071,CC(C)C1=CC(=NN1C=2C=CC=CC2)C(=O)NC=3C=CC(=CN3)N4CCOCC4,Z1471375115,391.467,391.467,3.455,-4.569,1,5,72.28,5,https://real.enamine.net/public-enum-files/Z1471375115,<rdkit.Chem.rdchem.Mol object at 0x31ce72500>,0.7209230259482201
39072,CC=1N=C(OC1C(=O)NC=2C=CC=CC2)C=3C=CC=CC3,Z1262330693,278.306,278.306,3.1,-4.64,1,2,55.13,4,https://real.enamine.net/public-enum-files/Z1262330693,<rdkit.Chem.rdchem.Mol object at 0x31ce72570>,0.7900670902767973
39073,O=C(C1CC2CCC1C2)N3CCN(CC3)S(=O)(=O)C=4C=CC(F)=CC4,Z164779756,366.452,366.452,3.313,-4.87,0,3,57.69,4,https://real.enamine.net/public-enum-files/Z164779756,<rdkit.Chem.rdchem.Mol object at 0x31ce725e0>,0.8231295167272341
39074,FC=1C=CC=CC1CC2=NC(=NO2)C=3C=CC(=NC3)N4CCCCC4,Z1170139574,338.38,338.38,3.837,-4.251,0,4,55.05,4,https://real.enamine.net/public-enum-files/Z1170139574,<rdkit.Chem.rdchem.Mol object at 0x31ce72650>,0.7230585698531374
39075,CC=1C=CC(NC(=O)C2=COC(=N2)C=3C=CC=CC3)=C(N1)N(C)C,Z1493652131,322.362,322.362,3.644,-3.9,1,4,71.26,5,https://real.enamine.net/public-enum-files/Z1493652131,<rdkit.Chem.rdchem.Mol object at 0x31ce726c0>,0.797223945777791
39076,CC=1C=CC=C2C1CCN2S(=O)(=O)C=3C=C(F)C=CC3F,Z928576490,309.333,309.333,3.836,-4.73,0,2,37.38,2,https://real.enamine.net/public-enum-files/Z928576490,<rdkit.Chem.rdchem.Mol object at 0x31ce72730>,0.8549239603089657
39077,COC=1C=C(F)C=C(C1)NCC2=NN=C(O2)C=3C=CC(Cl)=CC3,Z1419739986,333.745,333.745,2.852,-4.9,1,4,60.18,5,https://real.enamine.net/public-enum-files/Z1419739986,<rdkit.Chem.rdchem.Mol object at 0x31ce727a0>,0.7596896087827463
39078,CC=1C=CC=CC1C2CCN(CC2)C(=O)CN(C)C=3N=CN=C4N=CNC34,Z1144773468,364.445,364.445,2.863,-5.072,1,5,78.01,5,https://real.enamine.net/public-enum-files/Z1144773468,<rdkit.Chem.rdchem.Mol object at 0x31ce72810>,0.7695473105144428
