sep=,
SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
COC(=O)C1CC=2C=CC=CC2N1C(=O)C=3C=C(C=CC3OC)OC,Z1134413564,341.359,341.359,2.72,-4.22,0,4,65.07,6,https://real.enamine.net/public-enum-files/Z1134413564
C=1N=C(CSC2=NN=NN2CC3CCCO3)OC1C=4C=CC=CC4,Z152042786,343.405,343.405,2.158,-3.852,0,5,78.86,6,https://real.enamine.net/public-enum-files/Z152042786
O=C(CSC1=NN=NN1CC=2C=CC=CC2)NC3=CC(Cl)=CC=C3F,Z152084574,377.825,377.825,3.422,-5.808,1,4,72.7,7,https://real.enamine.net/public-enum-files/Z152084574
O=C(C1CC1)N2CCCC2C(=O)N3CCC(C3)C4=CC=CC(F)=C4,Z1134839303,330.397,330.397,2.106,-3.55,0,2,40.62,3,https://real.enamine.net/public-enum-files/Z1134839303
CC1=NN=C(SCC(=O)C=2C(=O)NC(=O)N(C2N)C3CC3)N1C=4C=CC=CC4,Z152884844,398.441,398.441,1.591,-5.146,2,6,123.21,6,https://real.enamine.net/public-enum-files/Z152884844
NC1=C(C(=O)CSC2=NN=NN2C=3C=CC(O)=CC3)C(=O)NC(=O)N1C4CC4,Z153289502,401.402,401.402,1.342,-4.271,3,8,156.33,6,https://real.enamine.net/public-enum-files/Z153289502
CC(=O)C=1OC=2C=CC=CC2C1NC(=O)CSC3=NN=C(C4CC4)N3CC=5C=CC=CC5,Z154500762,446.524,446.524,3.416,-6.54,1,4,90.02,8,https://real.enamine.net/public-enum-files/Z154500762
CC1=NC(C(=O)N2CCN(CC2)C3CC4CCC3C4)=C5CCCCN15,Z1335607812,342.479,342.479,2.744,-2.38,0,3,41.37,3,https://real.enamine.net/public-enum-files/Z1335607812
COC=1C=CC(=CC1)CC(=O)N2CC=C(CC2)C3=CNC4=NC=CC=C34,Z298639958,347.411,347.411,2.505,-4.277,1,3,58.22,4,https://real.enamine.net/public-enum-files/Z298639958
CC(=O)N(C)C1CCN(CC=2C=CC(=CC2)C(=O)NC=3C=CC=CC3)CC1,Z857749526,365.47,365.47,1.552,-3.744,1,3,52.65,5,https://real.enamine.net/public-enum-files/Z857749526
CC(SC1=NN=C(O1)C2=CNC=3C=CC=CC23)C=4C=CC=CC4Cl,Z19304576,355.843,355.843,4.317,-7.665,1,2,54.71,4,https://real.enamine.net/public-enum-files/Z19304576
CNC(=O)C1CCN(CC1)C(=O)C2=CSC=3CC(C)CCC23,Z254377008,320.451,320.451,1.266,-3.765,1,2,49.41,2,https://real.enamine.net/public-enum-files/Z254377008
O=C(NC=1C=CC=C(C1)N2CCCC2=O)C=3C(F)=CC=CC3Cl,Z95981124,332.757,332.757,2.498,-5.126,1,2,49.41,3,https://real.enamine.net/public-enum-files/Z95981124
COC=1C=CC(C)=CC1N2C=C(C=CC2=O)C(=O)N(C)C3=CC=CC(C)=N3,Z1510114660,363.411,363.411,2.084,-4.28,0,4,62.74,4,https://real.enamine.net/public-enum-files/Z1510114660
CC(C(=O)NC1=CC=CC(Cl)=C1)N2C=NC3=C2C(=O)N(C)C(=O)N3C,Z19357596,361.783,361.783,2.009,-3.774,1,4,87.54,3,https://real.enamine.net/public-enum-files/Z19357596
CN(C)S(=O)(=O)C1=CC=CC(=C1)C(=O)N(C)CC23CC4CC(CC(C4)C3)C2,Z137391924,390.541,390.541,4.255,-5.126,0,3,57.69,4,https://real.enamine.net/public-enum-files/Z137391924
CC=1C=CC(=CC1)NC(=O)C(SC2=NN=C(N2)C3=CC=CS3)C=4C=CC=CC4,Z19450059,406.527,406.527,4.313,-8.25,2,3,70.67,7,https://real.enamine.net/public-enum-files/Z19450059
CC1=CC=C(O1)C(=O)N2CCN(CC2)C(C=3C=CC=CC3)C=4C=CC=CC4,Z27754456,360.45,360.45,4.078,-4.582,0,2,36.69,5,https://real.enamine.net/public-enum-files/Z27754456
CC1=NOC(=N1)C2CCCN(C2)C(=O)NC3CCCCC3,Z827024986,292.377,292.377,1.761,-2.397,1,3,71.26,2,https://real.enamine.net/public-enum-files/Z827024986
CN1C=C(C=N1)NC(=O)NC2=CC=CC(=C2)C(F)F,Z1011656718,266.247,266.247,1.797,-2.117,2,2,58.95,3,https://real.enamine.net/public-enum-files/Z1011656718
CC(SC1=NN=C(O1)C=2C=CC=CC2)C(=O)N(C)C=3C=CC=CC3,Z19506822,339.413,339.413,2.447,-6.675,0,3,59.23,5,https://real.enamine.net/public-enum-files/Z19506822
CC=1C=CC(C(=O)CSC2=NN=C(O2)C=3C=CC=CC3)=C(C)C1,Z19506843,324.399,324.399,3.477,-7.082,0,3,55.99,5,https://real.enamine.net/public-enum-files/Z19506843
CC(C)C1(CNC(=O)C2CCNC(=O)C2)CC1,Z1420752800,238.327,238.327,0.817,-1.12,2,2,58.2,5,https://real.enamine.net/public-enum-files/Z1420752800
CCOC=1C=CC=CC1N2N=NN=C2SCC(=O)NC=3C=C(C)ON3,Z19502669,360.393,360.393,1.883,-4.399,1,6,107.96,7,https://real.enamine.net/public-enum-files/Z19502669
CCOC=1C=CC=CC1N2N=NN=C2SCC(=O)NC=3C=CC(Br)=CC3F,Z19503838,452.302,452.302,3.584,-6.492,1,5,81.93,7,https://real.enamine.net/public-enum-files/Z19503838
CN1N=C(C(=O)OC=2C=CC=CC2Br)C=3C=CC=CC3C1=O,Z28056757,359.174,359.174,2.862,-5.29,0,3,58.97,3,https://real.enamine.net/public-enum-files/Z28056757
CC=1C=CC=CC1N2N=C(C(=O)NC3=CC=CC(=C3)C4=NC=CO4)C=5CCCC52,Z1510990355,384.432,384.432,3.978,-5.361,1,3,72.95,4,https://real.enamine.net/public-enum-files/Z1510990355
CC=1C=CC(OC(=O)C2=NN(C)C(=O)C=3C=CC=CC23)=C(Br)C1,Z28855551,373.201,373.201,3.361,-5.78,0,3,58.97,3,https://real.enamine.net/public-enum-files/Z28855551
COC=1C=CC(=CC1)N2N=NN=C2SCC(=O)NC=3C=CC(C)=CC3,Z19623488,355.416,355.416,3.1,-5.431,1,5,81.93,6,https://real.enamine.net/public-enum-files/Z19623488
CN(C(=O)CN1CCN(CC1)C(=O)C=2C=CC(Cl)=CC2)C3CCCC=4C=CC=CC43,Z297770208,425.952,425.952,4.498,-5.125,0,3,43.86,4,https://real.enamine.net/public-enum-files/Z297770208
CC(C)CN1CCCN(CC1)C(=O)C=2C=CC(F)=C(F)C2,Z974417256,296.356,296.356,2.914,-3.48,0,2,23.55,4,https://real.enamine.net/public-enum-files/Z974417256
CC(O)CN1CCC(CN(C)C=2N=CN=C3C=CC=CC23)CC1,Z1139207035,314.426,314.426,2.389,-2.68,1,5,52.49,5,https://real.enamine.net/public-enum-files/Z1139207035
CNC(=O)C1=CC=CC(NC(=O)C2=CC(=NO2)C3=CC=CC(Cl)=C3)=C1C,Z970514010,369.802,369.802,2.514,-5.683,2,3,84.23,4,https://real.enamine.net/public-enum-files/Z970514010
CCOC(=O)C=1SC(N)=C(C#N)C1CSC2=NN=C(C=3C=CC=CC3OC)N2CC,Z19886219,443.546,443.546,2.82,-6.68,1,6,116.05,9,https://real.enamine.net/public-enum-files/Z19886219
COC(=O)C=1C=CC(=CC1)CSC2=NN=C(C=3C=CC=CC3OC)N2C,Z19884838,369.439,369.439,2.88,-5.623,0,4,66.24,7,https://real.enamine.net/public-enum-files/Z19884838
CC(=O)NC(CC1=CNC=2C=CC=CC12)C(=O)N3CCN(CC3)C=4N=CC=CN4,Z32613675,392.455,392.455,0.901,-4.239,2,5,94.22,5,https://real.enamine.net/public-enum-files/Z32613675
COC=1C=CC(=CC1)C2=NN=C(SC(C)C(=O)C=3C=CC=CC3)N2C,Z19899364,353.44,353.44,3.17,-6.531,0,4,57.01,6,https://real.enamine.net/public-enum-files/Z19899364
COC=1C=CC=C(C1)NC(=O)C(SC2=NN=C(C=3C=CC=CC3OC)N2C)C=4C=CC=CC4,Z19883676,460.55,460.55,3.275,-7.302,1,5,78.27,8,https://real.enamine.net/public-enum-files/Z19883676
COC=1C=CC=C(C1)C2=NN=C(SCC=3C=CC(C)=CC3)N2C,Z19924571,325.43,325.43,3.97,-5.88,0,3,39.94,5,https://real.enamine.net/public-enum-files/Z19924571
COC=1C=CC=C(C1)C2=NN=C(SC(C=3C=CC=CC3)C=4C=CC=CC4)N2C,Z19924804,387.499,387.499,4.819,-6.96,0,3,39.94,6,https://real.enamine.net/public-enum-files/Z19924804
CC1CC1C(=O)N2CCN(CC2)C(C=3C=CC=CC3)C=4C=CC=CC4,Z27755927,334.456,334.456,3.921,-4.22,0,2,23.55,5,https://real.enamine.net/public-enum-files/Z27755927
CC=1C=CC=C(C1)NC(=O)CN2CCN(CC(=O)N3CCCC3)CC2,Z65174066,344.452,344.452,0.972,-2.101,1,4,55.89,5,https://real.enamine.net/public-enum-files/Z65174066
COC1=CC(=CC(=C1)OC)CCC2CCN(CC2)C(=O)NC=3C=CC=CC3,Z223198376,368.47,368.47,4.324,-4.929,1,3,50.8,6,https://real.enamine.net/public-enum-files/Z223198376
O=C(NC=1C=CC=CC1)NC2CCN(CC2)C3CC3,Z230866506,259.347,259.347,1.483,-2.307,2,2,44.37,3,https://real.enamine.net/public-enum-files/Z230866506
CC=1C=CC(=CC1)NC(=O)NC2CCN(CC2)C3CC3,Z230866458,273.374,273.374,1.982,-2.808,2,2,44.37,3,https://real.enamine.net/public-enum-files/Z230866458
CCC=1C=CC=C2C(=CNC12)C3=CCN(CC3)C(=O)NC4=CC=CC=C4OC,Z339875966,375.464,375.464,4.275,-6.06,2,2,57.36,4,https://real.enamine.net/public-enum-files/Z339875966
O=C(NC=1C=CC(Cl)=C(Cl)C1)N2CCCN(CC=3C=CC(F)=CC3)CC2,Z223219630,396.286,396.286,4.794,-5.214,1,2,35.58,3,https://real.enamine.net/public-enum-files/Z223219630
CC=1C=CC=C(C1)NC(=O)N2CCCN(CC=3C=CC(C#N)=CC3)CC2,Z177102362,348.442,348.442,2.868,-4.306,1,3,59.37,3,https://real.enamine.net/public-enum-files/Z177102362
CC=1C=C(N=C2C=CC=CC12)C(=O)N(C)C3CCS(=O)(=O)C3,Z458102282,318.392,318.392,0.451,-3.504,0,4,67.34,3,https://real.enamine.net/public-enum-files/Z458102282
O=C(CS(=O)(=O)C1CCCC1)N2CCN(CC2)C=3C=CC=CC3,Z441603786,336.451,336.451,2.084,-3.469,0,4,57.69,4,https://real.enamine.net/public-enum-files/Z441603786
OC=1C=CC=CC1N2CCN(CC3=CN4C=CC=CC4=N3)CC2,Z88925673,308.378,308.378,2.478,-2.299,1,4,44.01,3,https://real.enamine.net/public-enum-files/Z88925673
CC=1C=CC=CC1NC(=O)C=2N=C(C=3C=CC=CC3)N(N2)C=4C=CC=CC4,Z27792058,354.406,354.406,4.655,-6.04,1,3,59.81,4,https://real.enamine.net/public-enum-files/Z27792058
O=C(CN1CCN(CC1)C(=O)C2CC2)NC=3C=CC=C(Cl)C3,Z46519908,321.802,321.802,2.428,-2.82,1,3,52.65,4,https://real.enamine.net/public-enum-files/Z46519908
COC=1C=CC(Cl)=CC1NC(=O)CN2CCC(CC=3C=CC=CC3)CC2,Z46184957,372.889,372.889,4.84,-4.388,1,3,41.57,6,https://real.enamine.net/public-enum-files/Z46184957
O=C1OC=2C=CC=CC2N1CCN3CCN(CC4CCCO4)CC3,Z641805186,331.41,331.41,0.713,-1.37,0,5,45.25,5,https://real.enamine.net/public-enum-files/Z641805186
O=C(CN1CCCC1C=2C=CC=CC2)NC=3C=C(F)C=C(F)C3,Z225155238,316.346,316.346,4.139,-3.876,1,2,32.34,4,https://real.enamine.net/public-enum-files/Z225155238
CC1CN(CCN2C(=O)OC=3C=CC=CC32)CC(C)O1,Z324814518,276.332,276.332,2.146,-1.89,0,4,42.01,3,https://real.enamine.net/public-enum-files/Z324814518
COC=1C=CC(C2=NC(=CS2)CN3CC(C)OC(C)C3)=C(C1)OC,Z103697682,348.462,348.462,2.893,-3.128,0,5,43.82,5,https://real.enamine.net/public-enum-files/Z103697682
CC(C(=O)NC1=CC=C(F)C(F)=C1)N2CCN(CC(=O)N3CCCCC3)CC2,Z195846080,394.46,394.46,1.904,-2.79,1,4,55.89,5,https://real.enamine.net/public-enum-files/Z195846080
CC1=CC=CN2C=C(CN3CCN(CC3)S(C)(=O)=O)N=C12,Z134785754,308.401,308.401,1.653,-1.13,0,4,57.92,2,https://real.enamine.net/public-enum-files/Z134785754
CS(=O)(=O)N1CCN(CCN2C(=O)OC=3C=CC=CC32)CC1,Z354470354,325.385,325.385,1.109,-1.36,0,5,70.16,3,https://real.enamine.net/public-enum-files/Z354470354
CS(=O)(=O)N1CCN(CC2=CN3C=C(Cl)C=CC3=N2)CC1,Z134785994,328.819,328.819,1.877,-1.59,0,4,57.92,2,https://real.enamine.net/public-enum-files/Z134785994
CC=1C=CC(=CC1)NC(=O)N2CCN(CC2)C3CCCC3,Z332433596,287.401,287.401,3.13,-3.23,1,2,35.58,2,https://real.enamine.net/public-enum-files/Z332433596
C1=C(CN2CCN(CC2)C=3N=CC=CN3)N=C4C=CC=CN14,Z88938883,294.355,294.355,1.432,-2.027,0,5,49.56,3,https://real.enamine.net/public-enum-files/Z88938883
COCCN1CN(CC1=O)C(=O)C2=CSC=N2,Z2016030119,255.295,255.295,-0.162,-1.747,0,4,62.74,5,https://real.enamine.net/public-enum-files/Z2016030119
NC(=O)CCN1CCN(CC1)C(=O)CC=2C=CC(Cl)=CC2,Z434014798,309.791,309.791,1.675,-2,1,3,66.64,5,https://real.enamine.net/public-enum-files/Z434014798
O=C(NCC12CC3CC(CC(C3)C2)C1)C4CCN(CC4)C(=O)C=5C=CC(=CC5)C(F)(F)F,Z224355980,448.522,448.522,4.732,-6.597,1,2,49.41,5,https://real.enamine.net/public-enum-files/Z224355980
O=C(NCC1CCCC1)C2CC3CCCCC3N2C(=O)C=4C=CC=C(Cl)C4,Z433344194,388.931,388.931,4.921,-6.684,1,2,49.41,4,https://real.enamine.net/public-enum-files/Z433344194
CC(C=1C=CC(F)=CC1)N2CCN(CC2)S(=O)(=O)C3=CC=CC(=C3)C(F)(F)F,Z105142502,416.435,416.435,4.901,-4.509,0,3,40.62,4,https://real.enamine.net/public-enum-files/Z105142502
CC1CC=2C=CC=CC2N1C3=NC=4C=CC=CC4O3,Z642741122,250.296,250.296,4.672,-4.422,0,2,29.27,1,https://real.enamine.net/public-enum-files/Z642741122
CC(C(=O)N1CCC=2C=CC=CC21)N3CCC(CC3)C4=CNC5=CC=CC=C45,Z225100050,373.492,373.492,4.673,-4.704,1,2,39.34,3,https://real.enamine.net/public-enum-files/Z225100050
COCCN1CN(CC1=O)C(=O)C2=CN=C(S2)C(C)(C)C,Z2016014252,311.402,311.402,1.664,-2.187,0,4,62.74,6,https://real.enamine.net/public-enum-files/Z2016014252
CC=1C=CC(CN(C)C=2C=NC=C(N2)N3C=CC=N3)=C(C)C1,Z642722716,293.367,293.367,3.785,-3.45,0,4,46.84,4,https://real.enamine.net/public-enum-files/Z642722716
CC(C)C(=O)NCC=1C=CC(=CC1)C2(C)NC(=O)NC2=O,Z1014752138,289.33,289.33,0.692,-2.69,3,3,87.3,5,https://real.enamine.net/public-enum-files/Z1014752138
CC=1C=CC(=CC1C)C2=CSC=3N=CN=C(C23)N4CCCC(CO)C4,Z641499884,353.483,353.483,3.845,-6.65,1,4,49.25,3,https://real.enamine.net/public-enum-files/Z641499884
O=C(C1CCN(CC1)C=2C=CC=CN2)N3CCC=4C=CC=CC4C3,Z644079608,321.417,321.417,1.35,-3.5,0,3,36.44,2,https://real.enamine.net/public-enum-files/Z644079608
CC1CCCCN1CCN2C(=O)OC3=CC=CC=C32,Z354446498,260.332,260.332,2.79,-1.96,0,3,32.78,3,https://real.enamine.net/public-enum-files/Z354446498
O=C(C(C=1C=CC=CC1)N2CCC(CC2)N3C(=O)NC=4C=CC=CC43)N5CCCC5,Z130193774,404.506,404.506,3.701,-4.64,1,3,55.89,4,https://real.enamine.net/public-enum-files/Z130193774
O=C(C(C=1C=CC=CC1)N2CCC(CC2)N3C(=O)NC=4C=CC=CC43)N5CCCCC5,Z130194210,418.532,418.532,4.26,-4.897,1,3,55.89,4,https://real.enamine.net/public-enum-files/Z130194210
O=C1NC=2C=CC=CC2N1C3CCN(CC4=CC=C(F)C5=CC=CN=C45)CC3,Z399295442,376.428,376.428,3.553,-4.678,1,3,48.47,3,https://real.enamine.net/public-enum-files/Z399295442
CC=1C=CC(C)=C(C1)NC(=O)C(C)N2CCN(CC2)C(=O)CC3CCCC3,Z319138166,371.517,371.517,3.621,-4.97,1,3,52.65,5,https://real.enamine.net/public-enum-files/Z319138166
C=CCN1CCN(CC1)C=2C=CC=C(C2)C(F)(F)F,Z52665948,270.294,270.294,3.996,-3.07,0,2,6.48,4,https://real.enamine.net/public-enum-files/Z52665948
C=CCN1CCN(CC1)C=2N=CC(=CC2Cl)C(F)(F)F,Z52672484,305.727,305.727,3.64,-3.206,0,3,19.37,4,https://real.enamine.net/public-enum-files/Z52672484
COC=1C=CC=C(C1)N2CCN(CC(=O)NC=3C=CC=CC3C(F)(F)F)CC2,Z46356835,393.404,393.404,3.126,-4.221,1,4,44.81,6,https://real.enamine.net/public-enum-files/Z46356835
O=C(CN1CCN(CC1)C(=O)C=2C=CC=CC2)NC3=CC=CC(=C3)C(F)(F)F,Z46404387,391.388,391.388,3.792,-4.57,1,3,52.65,5,https://real.enamine.net/public-enum-files/Z46404387
O=C(C=1C=CC=CC1)N2CCN(CC=3C=CC(F)=C4C=CC=NC34)CC2,Z367567912,349.402,349.402,3.148,-4.29,0,3,36.44,3,https://real.enamine.net/public-enum-files/Z367567912
CC=1C=CC=C(C1)N2CCN(CC(=O)NC=3C=C(C)C=CC3C)CC2,Z195903164,337.459,337.459,4.067,-4.511,1,3,35.58,4,https://real.enamine.net/public-enum-files/Z195903164
COC=1C=CC(NC(=O)CN2CCN(CC2)C=3C=CC=C(C)C3)=C(C1)OC,Z195903436,369.458,369.458,3.293,-3.729,1,5,54.04,6,https://real.enamine.net/public-enum-files/Z195903436
CC=1C=CC=C(C1)N2CCN(CC(=O)NC=3C=C(F)C=CC3F)CC2,Z195903468,345.387,345.387,3.752,-4.287,1,3,35.58,4,https://real.enamine.net/public-enum-files/Z195903468
O=C(CN1CCN(CC1)C=2C=CC=CC2)NC=3C=CC=C(C3)C(F)(F)F,Z30958532,363.378,363.378,4.618,-4.245,1,3,35.58,6,https://real.enamine.net/public-enum-files/Z30958532
CC=1C=CC(C)=C(C1)NC(=O)CN2CCN(CC2)C=3C=CC=CC3,Z30958634,323.433,323.433,3.632,-4.018,1,3,35.58,5,https://real.enamine.net/public-enum-files/Z30958634
CC=1C=CC=2C=C(NC2C1)C(=O)NC3CCN(CC3)C(=O)C(C)C,Z343395590,327.422,327.422,1.442,-5.151,2,2,65.2,5,https://real.enamine.net/public-enum-files/Z343395590
O=C(CN1CCC(CC1)C(=O)N2CCCCCC2)NC3=CC=CC(=C3)C(F)(F)F,Z106746494,411.462,411.462,3.057,-3.68,1,3,52.65,5,https://real.enamine.net/public-enum-files/Z106746494
O=C(CCN1CCC(CC1)C(=O)N2CCCCCC2)N3CCC=4C=CC=CC43,Z220092608,383.528,383.528,2.306,-3.11,0,3,43.86,4,https://real.enamine.net/public-enum-files/Z220092608
CC(C=1C=CC=CC1F)N2CCN(CC(N)=O)CC2,Z643152768,265.327,265.327,1.841,-1.156,1,3,49.57,4,https://real.enamine.net/public-enum-files/Z643152768
CC(C(=O)NC1=CC=C(F)C(F)=C1)N2CCN(CC(=O)N3CCCCCC3)CC2,Z126044362,408.486,408.486,2.463,-3.052,1,4,55.89,5,https://real.enamine.net/public-enum-files/Z126044362
COCCN1CCN(CC2=CSC(=N2)C=3C=CC=CC3)CC1,Z198122232,317.451,317.451,3.075,-2.044,0,4,28.6,6,https://real.enamine.net/public-enum-files/Z198122232
CS(=O)(=O)NC=1C=CC(=CC1)NC(=O)C=2N=C(N=CC2Cl)N3CCCCC3,Z642319062,409.892,409.892,1.757,-4.47,2,6,104.29,4,https://real.enamine.net/public-enum-files/Z642319062
NC(=O)CN1CCC(CC1)NC(=O)CC2=CC=C3CCCC3=C2,Z404979272,315.411,315.411,0.765,-2.89,2,3,75.43,6,https://real.enamine.net/public-enum-files/Z404979272
NC(=O)C1CCCCN1C(=O)C2=CC=C(S2)C=3C=CC(F)=CC3,Z66025114,332.394,332.394,2.926,-5.33,1,2,63.4,4,https://real.enamine.net/public-enum-files/Z66025114
FC=1C=CC(=CC1)C2=NC(=CO2)CN3CCOC=4C=CC=CC43,Z368929738,310.323,310.323,4.071,-4.707,0,3,38.5,3,https://real.enamine.net/public-enum-files/Z368929738
C1=COC(=C1)C2=NC(=CS2)CN3CCOC=4C=CC=CC43,Z644428360,298.361,298.361,3.962,-4.059,0,3,38.5,3,https://real.enamine.net/public-enum-files/Z644428360
CCC=1C=C(NCC=2C=CC=C(C2)CN(C)C)N3N=CN=C3N1,Z644460038,310.398,310.398,2.398,-3.74,1,5,58.35,6,https://real.enamine.net/public-enum-files/Z644460038
C1=CSC(=C1)C2=CC(CN3CCOC=4C=CC=CC43)=NO2,Z368928872,298.361,298.361,4.12,-4.1,0,3,38.5,3,https://real.enamine.net/public-enum-files/Z368928872
NC(=O)C=1C=CC(=CC1)CN2CCN(CC3=CN4C=CC=CC4=N3)CC2,Z224750896,349.43,349.43,1.949,-2.229,1,4,66.87,5,https://real.enamine.net/public-enum-files/Z224750896
CNC(=O)C1CC=2C=CC=CC2CN1CC3=NC=4C=CC=CC4O3,Z354488896,321.374,321.374,2.188,-2.86,1,3,58.37,4,https://real.enamine.net/public-enum-files/Z354488896
O=C(C1CCCC(C1)C(F)(F)F)N2CCN(CC2)S(=O)(=O)C3=CC=CC(Cl)=C3,Z450222954,438.893,438.893,3.551,-5.506,0,3,57.69,3,https://real.enamine.net/public-enum-files/Z450222954
COCC=1C=CC=CC1C(=O)N2CCCC(CN3CCC(C)CC3)C2,Z966565132,344.492,344.492,2.794,-3.361,0,3,32.78,6,https://real.enamine.net/public-enum-files/Z966565132
NC(=O)CN1CCN(CC1)C(=O)C2(CCCC2)C3=CC=CC(Cl)=C3,Z1015933108,349.855,349.855,2.985,-3.468,1,3,66.64,5,https://real.enamine.net/public-enum-files/Z1015933108
NC(=O)CC1CCN(CC1)C(=O)C2(CCCC2)C3=CC=CC(Cl)=C3,Z769747328,348.867,348.867,2.606,-4.033,1,2,63.4,5,https://real.enamine.net/public-enum-files/Z769747328
CC(CS(C)(=O)=O)C(=O)N1CCOCC21CC2,Z2017689033,261.339,261.339,-0.632,-1.032,0,4,63.68,4,https://real.enamine.net/public-enum-files/Z2017689033
COCCN1CC(CC1=O)C(=O)N(C)CC=2C=CC=3OCCOC3C2,Z339453820,348.394,348.394,2.195,-2.33,0,5,68.31,7,https://real.enamine.net/public-enum-files/Z339453820
CC1=C(C=NN1C=2C=CC=C(C)C2)C(=O)NC=3C=CC=C(C3)N4CCNC4=O,Z423124852,375.425,375.425,2.098,-4.494,2,3,79.26,4,https://real.enamine.net/public-enum-files/Z423124852
CC=1C=CC(=CC1)CC(C#N)SC2=NN=C(C3CC3)N2CC4=CC=CO4,Z74043476,364.466,364.466,2.365,-5.473,0,3,67.64,7,https://real.enamine.net/public-enum-files/Z74043476
CC=1C=CC(=CC1)CC(=O)N2CCC(CC2)N3C(=O)NC=4C=CC=CC43,Z131404012,349.427,349.427,3.039,-4.816,1,2,52.65,3,https://real.enamine.net/public-enum-files/Z131404012
ClC=1C=C(Cl)C2=NC(=CN2C1)CN3CCN(CC=4C=CC=CN4)CC3,Z987474382,376.283,376.283,3.379,-2.506,0,4,36.67,4,https://real.enamine.net/public-enum-files/Z987474382
CC1(C)NC(=O)N(CCCN2CCN(CC2)C3=CC=CC(F)=C3C#N)C1=O,Z647515766,373.425,373.425,2.46,-3.221,1,5,79.68,5,https://real.enamine.net/public-enum-files/Z647515766
COC=1C=CC(C2=CSC(=N2)NC(=O)C3=CC=4C=C(C=CC4N=C3C)OC)=C(C1)OC,Z216485218,435.498,435.498,4.074,-6.14,1,6,82.57,6,https://real.enamine.net/public-enum-files/Z216485218
CC=1C=CC=C2CCCN(C(=O)C=3C=CC=C(C3)N4C(=O)CCC4=O)C12,Z203551164,348.396,348.396,1.87,-4.179,0,3,57.69,2,https://real.enamine.net/public-enum-files/Z203551164
O=C(NCC=1C=CC=CC1F)N2CCCN(CC2)C(=O)NC=3C=CC(Cl)=CC3,Z827270964,404.866,404.866,3.488,-5.24,2,2,64.68,3,https://real.enamine.net/public-enum-files/Z827270964
CC1CCC(CC1)N2CCC(CC2)N(C)C(=O)NC=3C=CC(F)=CC3F,Z1021119162,365.461,365.461,3.739,-4.42,1,2,35.58,3,https://real.enamine.net/public-enum-files/Z1021119162
CCOC=1C=CC(=CC1)C(=O)N2CCC(CC2)N3CCCC3C(N)=O,Z968814672,345.437,345.437,0.862,-3.11,1,4,75.87,6,https://real.enamine.net/public-enum-files/Z968814672
COC=1C=CC=C(C1)C(=O)N2CCC(CC2)N3CCCC3C(N)=O,Z968812598,331.41,331.41,0.333,-2.79,1,4,75.87,5,https://real.enamine.net/public-enum-files/Z968812598
COCC1=C(OC2=CC=CC=C12)C(=O)N3CCCN(CC3)C(N)=O,Z1021043004,331.367,331.367,-0.484,-3.412,1,3,89.01,5,https://real.enamine.net/public-enum-files/Z1021043004
COC=1C=CC=CC1C(=O)N2CCC=3NC=4C=CC(F)=CC4C3C2,Z344098320,324.35,324.35,3.601,-5.15,1,2,45.33,3,https://real.enamine.net/public-enum-files/Z344098320
O=C(O)C1(CCN(CC1)C(=O)C=2C=CC=CC2C(F)(F)F)C=3C=CC=CC3,Z85907972,377.358,377.358,2.896,-4.471,1,3,57.61,4,https://real.enamine.net/public-enum-files/Z85907972
CC1=CC=CC(NC(=O)C=2C=CC=CC2C)=C1C(=O)N3CCCC3,Z422739496,322.402,322.402,2.876,-5.437,1,2,49.41,5,https://real.enamine.net/public-enum-files/Z422739496
CNC(=O)C1CCCCN1CC=2C=CC(=CC2)C(=O)N3CCCC3,Z1021236934,329.437,329.437,1.368,-2.75,1,3,52.65,6,https://real.enamine.net/public-enum-files/Z1021236934
CC(C(=O)N1CCCC(C1)C(N)=O)N2CCN(CC2)C=3C=CC=CC3,Z265471210,344.452,344.452,1.931,-2.702,1,4,69.88,5,https://real.enamine.net/public-enum-files/Z265471210
CC(=O)N1C=2C=CC=CC2C[C@H]1C(=O)N3CCCC(C3)C(F)(F)F,Z1021935922,340.341,340.341,1.907,-4.44,0,2,40.62,4,https://real.enamine.net/public-enum-files/Z1021935922
CC1=CC=C(O1)C2=NN(C=C2C(=O)NC3CCN(CC4CCCC4)CC3)C=5C=CC=CC5,Z914155100,432.559,432.559,4.842,-5.26,1,3,63.3,7,https://real.enamine.net/public-enum-files/Z914155100
O=C(C=1C=CC(F)=C(F)C1)N2CCN(CC2)C=3C=CC=C(Cl)C3,Z82198424,336.764,336.764,3.966,-5.321,0,2,23.55,3,https://real.enamine.net/public-enum-files/Z82198424
O=C(C1CCCCC1)N2CCN(CC2)C=3C=CC=CC3,Z27770007,272.386,272.386,3.21,-4.334,0,2,23.55,2,https://real.enamine.net/public-enum-files/Z27770007
COC=1C=CC(Cl)=CC1N2CCC(C2)NC(=O)C=3C=CC=NC3,Z1022623464,331.797,331.797,2.881,-3.88,1,4,54.46,4,https://real.enamine.net/public-enum-files/Z1022623464
CN(C(=O)C1=CC=C(NC1=O)C=2C=CC=CC2)C=3C=CC=CC3F,Z1022209626,322.334,322.334,2.225,-5.6,1,2,49.41,4,https://real.enamine.net/public-enum-files/Z1022209626
